Date,AAPL,MSFT,AMZN,GOOG - C,TSLA,NVDA,FB,AVGO,CSCO,COST,PEP,ADBE,CMCSA,INTC,QCOM,AMD,NFLX,TXN,TMUS,INTU,AMGN,HON,PYPL,AMAT,SBUX,ISRG,CHTR,MU,MDLZ,BKNG,ADP,ADI,CSX,GILD,LRCX,FISV,REGN,ATVI,VRTX,MRNA,MELI,KDP,MAR,KLAC,ILMN,ASML,JD,NXPI,KHC,WDAY,SNPS,CTSH,ADSK,ORLY,IDXX,MNST,PAYX,CDNS,EXC,DXCM,WBA,LULU,CRWD,CTAS,MCHP,BIDU,ALGN,ODFL,XEL,EA,AZN,EBAY,ROST,DLTR,PCAR,BIIB,FAST,VRSK,CPRT,ANSS,ZM,SIRI,NTES,VRSN,SGEN,SWKS,DOCU,SPLK,PDD,EXC (CEG?),CDW,FOXA,CERN,CHKP,TCOM,INCY,CSGP,BMRN,CTXS,EXPE,LBTYA,TTWO,ULTA
10/27/2020,116.6,213.25,3286.33,1604.26,424.68,133.97,283.29,359.6,36.87,372.72,139.12,478.56,43.44,45.64,125.91,78.88,488.93,147.12,112.82,330.27,223.46,166.75,200.43,58.83,90.05,240.3,583.65,51.96,55.01,1697.71,146.03,120.29,26.03,60.01,343.83,96.61,582.52,80.96,212.19,70.67,1282.47,28.6,93.46,198.59,321.74,366.37,83.01,133.23,30.68,214.17,222.91,73.39,250.6,450.22,443.16,80.39,81.93,109.84,29.22,380.63,36,333.81,133.48,324.01,53.98,134.89,455.09,189.59,72.33,126.62,52.48,53.55,91.45,92.82,88.45,255.3,43.58,185.15,112.1,322.17,538.99,5.91,88.42,199.06,196.92,145.12,222.19,208.77,90.31,29.22,123.28,26.19,72.74,119.46,29.49,88.35,82.89,76.18,119.47,95.07,20.2,167.36,213.38
10/28/2020,111.2,202.68,3162.78,1516.62,406.02,126.27,267.67,347.21,35.71,364.96,134.17,456.97,41.98,44.25,121.58,76.4,486.24,143,109.8,318.51,216.38,161.16,192.31,57.32,87.17,229.27,572.58,50,53.15,1605.05,155.08,116.47,25.31,58.72,338.9,93.52,567.04,79.01,208.34,65.74,1273.59,27.73,89.97,190.55,309.69,362.86,80.08,129.77,29.22,209.7,217.82,71.1,237.62,442.39,422.89,77.37,80.15,107.64,28.1,349.12,34.59,329.51,131.57,315.54,51.27,130.7,439.51,186.66,70.26,125.6,50.98,53.25,85.28,90.58,84.89,244.26,42.94,179.49,108.47,308.03,516.01,5.7,86.24,189.83,194.85,139.79,218.25,205.72,89.99,28.1,118.73,25.31,70.64,115.53,29.33,86.99,79.34,74.39,114.82,91.83,19.37,164.39,201.43
10/29/2020,115.32,204.72,3211.01,1567.24,410.83,130.24,280.83,355.01,35.69,364.86,133.99,461.11,43.06,44.11,126.44,78.02,504.21,146.19,109.51,325.61,217.82,164.6,195.04,59.5,88.3,228.76,576,50.48,53.19,1630.26,158.19,118.48,25.96,58.53,353.26,95.77,555.79,77.77,207.01,71.28,1300.98,27.19,93.33,201.95,314.9,370.86,83.04,136.17,30.04,217.63,219.46,71.02,242.84,436.33,441.8,77.54,82.45,110.21,28.51,335.29,33.52,330.15,127.36,319.92,53.18,131.96,436.57,190.35,70.74,123.9,51.07,49.28,86.99,91.91,85.67,245.48,43.12,179.22,111.28,310.85,489.68,5.83,88.21,191.59,192.34,145.16,213.65,205.87,94.12,28.51,120.95,25.57,70.48,115.85,29.47,87.02,82.83,74.42,113.92,95.22,19.01,162.77,205.62
10/30/2020,108.86,202.47,3036.15,1621.01,388.04,125.34,263.11,349.63,35.9,357.62,133.29,447.1,42.24,44.28,123.36,75.29,475.74,144.59,109.57,314.68,216.94,164.95,186.13,59.23,86.96,222.36,603.82,50.34,53.12,1622.5,157.96,118.53,26.31,58.15,342.08,95.47,543.56,75.73,208.36,67.47,1214.05,26.9,92.88,197.18,292.7,361.21,81.52,135.12,30.59,210.12,213.86,71.42,235.54,436.6,424.82,76.57,82.25,109.37,28.32,319.58,34.04,319.29,123.84,314.55,52.54,133.05,426.08,190.37,70.03,119.83,50.16,47.63,85.17,90.32,85.38,252.07,43.23,177.97,110.36,304.37,460.91,5.73,86.79,190.7,166.8,141.29,202.25,198.04,89.98,28.32,122.6,26.52,70.09,113.56,28.76,86.64,82.36,74.43,113.27,94.15,18.98,154.92,206.77
11/02/2020,108.77,202.33,3004.48,1626.03,400.51,125.81,261.36,351.25,35.9,364.39,135.15,444.94,41.4,44.46,123.97,74.7,484.12,145.6,110.39,316.42,220.21,173.61,187.76,60.33,85.97,225.33,588.43,49.71,54.34,1604.13,161.46,118.48,27.25,58.53,350.95,97.29,548.58,76.4,207.42,67.11,1215.86,27.04,92.9,202.23,292.88,365.21,82.32,137.31,31.67,205.48,215.78,70.8,240.74,441.46,431.05,77.92,83.3,110.51,29.08,312,35.79,315.5,124.47,320.37,52.56,134.05,458.44,193.75,71.78,119.81,50.62,47.87,88.59,91.12,88.83,248.99,44.52,182.15,113.4,311.23,453,5.78,84.33,189.2,168.51,142.12,201.56,191.34,91.62,29.08,126.45,27.4,71.87,115.51,29.32,84.44,85.09,73.42,114.43,94.72,18.79,154.03,210.78
11/03/2020,110.44,206.43,3048.41,1650.21,423.9,130.2,265.3,353.76,36.68,371.96,137.04,454.02,42.62,44.85,125.45,76.58,487.22,147.3,111.12,324.73,220.06,179.21,179.81,61.83,88.39,227.33,591.99,51.08,54.42,1669.58,166.48,119.75,28.07,58.83,370.53,98.95,557.19,76.26,211.14,69.08,1233.97,27.8,96.09,210.88,296.63,372.06,82.69,138.88,31.78,209.18,221.74,71.94,248.31,449.05,444.1,79.52,86.54,113.59,30.15,331.77,37.37,327.13,126.86,330.02,54.49,134.11,465.01,198.14,72.98,120.74,51.7,48.92,91.64,93.65,91.78,247.01,46.22,187.95,116.38,315.91,451.51,5.82,85.91,191.51,168.5,138.8,208.43,194.78,97.72,30.15,130.72,27.04,72.45,118.3,29.15,84.95,87.99,72.61,115.97,98.8,19.53,158.88,217.53
11/04/2020,114.95,216.39,3241.16,1749.13,420.98,137.94,287.38,364.63,36.57,376.17,137.86,487.23,43.7,45.7,128.97,81.35,496.95,152.03,116.02,343,230.33,178.91,194.29,64.86,89.79,236.55,634.47,51.96,54.94,1713.32,164.58,125.94,28.28,59.87,380.34,101.19,587.14,79.37,215.09,69.81,1315.69,28.23,98.04,220.53,311.33,383,89.31,139.38,31.82,215.24,233.31,73.02,245.89,450.46,469.36,82.72,85.49,120.99,29.98,344.5,36.3,340.18,136.32,337.37,56.66,140.31,483.46,200.4,72.72,125.31,55.04,47.82,92.2,95.25,88.75,355.63,46.6,196.39,121.34,329.25,483.7,5.89,93.68,203.39,180,139.53,235.01,207.01,110.26,29.98,133.85,25.63,72.1,119.4,30.54,91.21,90.25,76.37,116.87,98.5,19.71,163.72,217.32
11/05/2020,119.03,223.29,3322,1763.37,438.09,141.6,294.68,380.87,37.23,385.23,138.05,496.47,44.35,45.68,145.41,83,513.76,155.56,117.26,350.96,231.97,183.28,204.56,69.95,90.62,242.76,647.36,54.58,55.64,1768.31,162.71,130.4,29.01,59.63,399.71,102.16,588.81,80.14,219.48,71.48,1437.8,28.8,100.91,228.1,311.72,398.19,91.59,144.38,31.7,225.23,240.56,74.24,255.92,450.11,467.97,83.68,86.6,124.07,30.58,355.11,37.53,347.18,138.92,339.07,59.19,143.94,491.91,206.17,73.73,128.33,55.16,49.41,94.94,95.1,90.61,328.9,46.34,194.41,123.95,328.35,496.73,6.09,91.58,208.32,181.75,149.12,236.77,208.98,113.07,30.58,138.18,26.61,72.4,121.23,32.27,84.65,90.36,75.05,119.42,103.1,19.81,168.68,214.26
11/06/2020,118.69,223.72,3311.37,1761.75,429.95,145.62,293.41,380.62,37.53,385.66,138.38,494.63,44.53,45.39,145.01,85.88,514.73,157.74,123.56,352.26,231.67,184.27,202.73,70.53,90.65,244.62,644.49,55.16,55.84,1783.75,166.23,133.5,28.73,59.07,409.42,103.07,578.03,78.81,220.28,72.45,1485.86,28.66,103.89,231.68,308.16,406.24,92.49,146.72,31.54,225,241.78,74.22,259.41,448.51,478.1,83.26,88.02,125.5,30.42,361.32,37.31,343.8,141.79,340.93,62.64,144,477.85,207.02,73.31,119.19,55.52,50.69,93.3,95.53,90.09,328.9,46.98,197.35,123.72,336.8,500.11,6.03,92.04,206.67,173.63,146.74,231.69,201,114.53,30.42,138.05,25.95,72.96,121.26,32.12,83.15,90.27,76.74,118.89,103.27,19.5,175.19,215.02
11/09/2020,116.32,218.39,3143.74,1763,421.26,136.31,278.77,375.54,38.2,365,138.45,471.14,47.18,45.6,142.61,83.12,470.5,156.22,122.78,360.14,235,196.99,184.72,71.3,95.88,257.82,613.2,55.96,55.92,2118.24,169.89,135.82,29.4,59.05,416.28,109.1,567.55,75.41,222.85,77.74,1330.72,27.73,118.3,232.32,305.69,406.33,84.86,144.86,30.62,223.4,233.79,73.88,262.61,455.04,436.45,81.35,90.59,118.57,30.76,343.84,39.79,326.96,126.55,363.46,63.26,144.19,476.99,199.29,73.43,116.97,54.05,48.32,107.82,95.87,90.6,236.26,45.99,196.31,121.33,328.47,413.24,6.05,87.84,203.46,168.46,144.58,197.6,196.32,106.14,30.76,143.95,26.25,73.87,119.52,36.57,81.28,91.19,75.09,114.65,128.64,19.89,159.99,247.2
11/10/2020,115.97,211.01,3035.02,1740.39,410.36,127.7,272.43,363.13,38.72,366.62,141.72,452,47.77,45.44,140.11,77.99,480.24,151.49,121.72,342.26,241.6,201.98,183.36,69.39,93.92,249.83,626.88,55.41,57.09,2007.44,171.07,134.78,30.47,60.62,407.87,106.8,559.22,75.12,215.35,76.05,1226.03,28.38,118.48,223.73,301.56,399.3,80.08,140.24,30.48,213.9,219.33,75.1,247.22,456.58,441.23,81.58,91.29,112.39,30.52,339.53,42.35,322.19,123.5,358.68,60.96,143.25,464.32,197.48,73.73,118.93,56.57,46.54,109.42,94.97,91.12,236.34,46.76,195.1,116.99,319.43,376.01,5.99,87.55,199.98,171.78,137.24,198.31,187.88,103.09,30.52,137.53,26.85,74.72,116.58,36.13,83.07,88.61,76.18,114.14,122.75,20.69,154.89,265.49
11/11/2020,119.49,216.55,3137.39,1752.71,417.13,134.18,276.48,375.92,39.33,372.92,143.9,467.75,47.67,46.35,147.69,81.28,490.76,155.7,125.15,352.4,240.69,199.29,192.34,71.16,95.04,245.85,636.92,56.36,57.74,2000.02,171.87,137.38,30.01,60.1,424,107.36,567.73,76.55,216.72,82.44,1304.49,29.4,116.39,233.51,302.35,418.05,82.84,145.07,31.35,218.62,224.9,76.76,246.79,463.38,455.06,84.5,91.55,116.68,31.12,347.5,41.44,336.68,130.96,360.04,63.13,143.06,461.78,198,74.69,119.78,58.02,47.71,104.18,94.32,90.17,244.03,47.24,199.83,117.8,328.96,413.34,6.18,89.59,201.9,170.75,143.87,208.55,194.12,111.46,31.12,138.7,27.46,74.61,118,35.5,82.76,89.87,76.22,114.9,119.7,20.44,161.57,255.42
11/12/2020,119.21,215.44,3110.28,1749.84,411.76,134.57,275.08,370.2,38.67,375.71,143.84,462.58,47.98,44.95,143.91,81.84,486.77,154.5,126.81,349.51,237.14,197.24,189.1,69.8,93.53,246.92,637.96,56.25,57.47,1962.92,169.43,135.48,29.91,59.98,418.46,105.7,556.78,76.71,218.31,87.81,1296,29.05,115.34,233.26,304.31,412.72,86.38,144.3,31.1,219.81,223.76,76.22,245.71,456.83,449.22,82.96,90.39,114.56,30.32,336.7,40.77,329.91,137.3,349.67,61.73,142.47,452.76,197.27,73.76,119.32,56.84,46.59,104.61,93.19,88.99,241.55,46.33,199.18,117.33,323.64,428.64,6.11,87.34,198.97,168.79,141.34,212.62,191.75,134.21,30.32,135.56,25.64,73.86,116.25,33.92,82.32,90.14,76.91,115.38,117.5,20.76,160.22,248.08
11/13/2020,119.26,216.51,3128.81,1777.02,408.5,132.97,276.95,373.5,41.4,378.84,144.71,469.34,49,45.46,144.26,81.43,482.84,156.65,128.23,356.95,237.36,201.54,188.62,72.81,95.56,251.13,647.19,57.93,58.06,2052.87,171.63,136.27,30.2,60.59,426.31,108.85,566.43,77.55,225.52,89.39,1301.66,29.3,120,236.1,308.86,419.59,92.08,146.49,31.61,222,226.23,77.19,251,461.65,453.64,84.02,91.87,115.82,30.45,336.4,42.71,325.45,132.18,356,63.08,145.08,457.26,202.75,74.08,120.8,57.38,48.67,108.13,94.95,89.91,248.59,47.53,203.7,117.71,328.21,403.58,6.27,88.27,198.51,175.91,141.5,205.7,193.25,151.29,30.45,137.59,26.64,75.46,118.67,34.65,82.53,91.71,77.52,118.26,123.45,21.62,161.83,262.35
11/16/2020,120.3,217.23,3131.06,1781.38,408.09,135.15,278.96,380.81,42.54,379.79,145.76,460.95,49.54,46.19,149.07,83.73,479.1,158.31,128.65,357.06,236.66,208.59,191.94,74.48,97.78,252.73,641.41,61.86,58.68,2109.61,177.05,138.01,31,61.09,439.29,109.71,559.29,77.44,224.27,97.95,1286.31,29.45,123.76,241.78,296.73,426.51,85.26,149.99,32.15,224.97,222.34,77.8,248.79,461.23,455.37,83.58,93.13,114.86,30.77,340.03,44.1,331.77,131.58,368.66,64.83,147.84,457.17,206.11,74.71,118.6,56.29,48.55,110.84,95.61,89.92,250.96,48.61,205.25,116.05,322.67,399.15,6.37,87.1,194.88,177.19,143.41,208.13,193.5,142.03,30.77,139.08,27.18,75.26,119.29,34.54,84.35,91.56,77.11,118.48,123.56,22.5,162.39,275.29
11/17/2020,119.39,214.46,3135.66,1770.15,441.61,134.22,275,380.6,41.88,381.92,145.24,467.95,49.78,45.53,148.74,83.36,480.63,155.5,129,358.75,232.44,205.33,192.3,74.37,98.6,249.72,641.51,61.99,58.54,2081.25,176.15,135.87,30.83,60.97,431.93,109.95,538.15,77.11,222.96,93.15,1300.81,29.19,122.78,241.84,297.95,426.48,86.97,149.39,31.59,226.78,221.2,77,252.71,450.33,455.85,85.54,92.5,113.48,30.58,334.35,39.86,338.4,137.78,361.41,63.69,143.92,451.38,205.93,72.63,118.52,54.96,48.33,110.46,93.82,88.82,248.81,47.66,205.28,116.19,319.79,401.63,6.41,86.85,194.51,173.17,140.78,211.91,198.09,132.37,30.58,136.78,28.16,74.77,119.14,35.01,82.98,91.41,76.53,119.68,123.03,22.57,162.2,276.2
11/18/2020,118.03,211.08,3105.46,1746.78,486.64,134.29,271.97,380.62,41.32,382.23,143.38,459.47,49.14,45.06,147.05,82.54,481.79,153.55,127.85,354.74,227.76,201.11,190.12,75.71,97.91,244.46,642.44,60.74,57.76,2044.6,173.16,133.23,30.44,60.9,430.33,107.97,519.04,75.5,216.35,88.89,1318.09,29.51,120.34,240.34,295.23,423.81,86.25,148.15,31.63,223.61,218.19,74.7,252.22,454.53,444.06,84.22,91.9,111.03,30.32,329.21,38.23,336.93,137.68,360.49,62.43,142.07,444.61,204.5,70.5,116.84,53.99,48.53,111.3,93.65,89.84,240.98,47.61,203.9,115.97,317.99,415.04,6.32,85.5,194.26,174.07,137.56,214.32,193.1,132.38,30.32,135.73,27.66,72.92,117.49,33.69,82.74,88.55,74.17,118.99,122.52,22.81,161.56,274.21
11/19/2020,118.64,212.42,3117.02,1763.92,499.27,134.4,272.94,384.33,41.17,383.54,143.32,466.41,49.48,45.62,147.53,85.54,484.67,157.27,129.19,361.44,224.67,202.72,190.9,77.25,97.76,244.65,650.54,61.83,57.6,2010.97,173.63,136.17,30.57,60.63,437.68,113.02,514.71,75.93,211.97,92.77,1370.3,29.76,121.11,243.75,299,423.36,86.04,151.35,31.88,230.8,221.28,76.2,256.88,451.39,457.19,83.73,92.08,112.6,30.07,330.64,37.85,344.6,143.76,367.89,63.76,136.48,441.35,205.53,69.35,120.14,54.03,49.78,110.2,94.55,90.04,244.01,47.98,205.72,113.83,324.12,414.29,6.41,89.22,197.44,174.37,139.36,219.7,199.28,137.66,30.07,132.78,27.71,72.87,119.18,33.68,81.69,89.48,75.13,120.77,123.96,23.06,165.58,274.86
11/20/2020,117.34,210.39,3099.4,1742.19,489.61,130.88,269.7,383.33,40.97,381.12,143.42,462.92,49.17,45.39,146.03,84.64,488.24,156.82,129.68,347.69,223.17,202,192.67,76.73,97.01,243.58,655.41,61.4,57.14,1992.77,171.27,134.88,30.51,60.11,433.64,113.07,518.74,76.81,215.21,97.61,1416.99,29.84,119.28,242.57,300.8,423.59,87.74,150.57,32.26,209.4,218.51,75.9,254.89,446.78,464.29,83.52,90.64,112.79,29.73,315.87,37.53,345.74,145.72,361.85,65.49,136.11,446.45,205.62,69.31,121.87,55.3,48.99,108.99,94.97,88.78,244.15,47.3,204.37,114.47,318.26,439.6,6.42,93.51,196.44,173.41,140.39,221.59,198.94,143.55,29.73,131.95,27.83,73.25,118.9,33.72,81.93,89.21,75.95,120.48,119.9,22.63,170.05,273.65
11/23/2020,113.85,210.11,3098.39,1734.86,521.85,131.4,268.43,387,41.64,381.71,143.02,460.61,49.81,46.06,143.82,85.31,476.62,157.42,127.88,343.33,222.22,204.58,200.82,80.5,96.88,239.68,645.04,64.18,57.35,2019.84,172.06,137.07,30.69,59.89,448.74,112.1,523.61,75.92,217.87,101.03,1451.77,29.83,123.09,250.24,301.85,427.15,87.56,155.91,32.6,207.1,216,77.2,257.25,442.09,459.79,84.07,91.97,111.25,29.52,321.09,37.98,348.53,147.54,358.27,65.81,133.04,476.58,202.24,68.36,121.86,54.7,49.9,108.18,97.61,89.56,243.38,47.91,198.12,113.15,313.42,430.28,6.56,94.79,196.57,168.07,138.03,217.17,198.11,141.05,29.52,131.22,28.53,73.61,119.86,33.66,81.39,88.78,77.04,120.16,122.8,22.73,171.19,282.87
11/24/2020,115.17,213.86,3118.06,1768.88,555.38,129.58,276.92,392.23,42.61,384.22,144.03,462.7,52.34,47.01,145.93,85.07,482.88,159.35,128.06,345.2,220.46,207.89,206,82.95,98.3,241.61,650.44,63.95,57.82,2103.45,175.27,136.89,30.97,60.25,446.44,114.88,506.1,75.23,216.5,98.56,1439.28,29.89,130.91,250.17,305.63,424.27,89.82,158.47,33.83,213.14,215.49,78.75,258.97,449.04,446.83,84.19,93.73,110.74,30.35,313.32,38.52,349.55,149.45,361.96,66.78,134.36,475.1,203.47,68.14,120.25,53.57,50.53,113.41,111.35,90.41,242.51,48.94,194.48,113.2,320.12,427.55,6.55,97.52,197.46,164.63,138.85,217.2,198.49,143.94,30.35,136.82,29.48,74.37,118.85,33.84,80.74,86.99,77.96,122.09,125.05,23.2,169.83,284.71
11/25/2020,116.03,213.87,3185.07,1771.43,574,132.35,275.59,390.83,42.5,387.75,144.16,470.08,51.8,47.05,144.08,86.71,485,157.6,128.74,350.47,220.31,207.68,214.46,81.14,98.2,242.12,651.4,63.43,57.49,2063.8,174.08,135.95,30.75,59.5,446.78,114.98,508.31,76.51,218.1,109.18,1480.36,30.33,129.22,248.95,303.98,423.48,88.23,157.67,32.54,214.88,217.02,78.55,271.24,444.14,446.48,84.08,93.12,113.04,29.98,312.55,39.07,357.8,149.96,360.49,65.96,136,473.69,202.91,68.11,121.51,52.6,50.45,110.92,111.73,88.82,241.75,48.19,195.62,114.76,322.87,443.72,6.47,93.8,198.72,165.45,135.95,224.15,198.86,135.9,29.98,131.94,29.3,74.12,119.43,33.33,81.16,88.01,78.15,121.41,123.18,22.77,173.98,279.54
11/27/2020,116.59,215.23,3195.34,1793.19,585.76,132.61,277.81,394.95,42.7,388.39,144.6,477.03,51.75,47.45,143.83,87.19,491.36,158.99,131.9,354.24,224.81,209.41,211.39,82.66,98.66,243.27,642.8,64.23,57.46,2052.67,175.25,137.75,30.43,60.03,456.54,115.53,514.05,78.14,226.71,127.03,1513.43,30.76,128.35,254.13,317.03,437.77,89.41,158.94,32.84,223.86,225.42,78.41,272.81,443.15,454.23,84.15,93.37,116.58,29.64,318.21,39,365.39,150.83,361.09,66.51,139.42,475.5,201.99,67.62,124.17,52.61,51.34,109.54,109.9,87.74,243.78,48.58,198.23,115.21,330.41,471.61,6.55,93.34,200.52,169.12,136.16,226.87,204.03,144.05,29.64,132.23,29.16,74.1,119.72,34.21,83.25,88.44,80.4,122.44,123.73,22.68,176.41,281.29
11/30/2020,119.05,214.07,3168.04,1760.74,567.6,134.02,276.97,401.58,43.02,391.77,144.23,478.47,50.24,48.35,147.17,92.66,490.7,161.25,132.94,352.02,222.04,203.92,214.12,82.48,98.02,242.02,651.99,64.09,57.45,2028.45,173.88,139.08,30.02,60.67,452.66,115.18,516.03,79.48,227.75,152.74,1553.33,30.45,126.87,251.97,322.09,437.73,85.35,158.42,32.94,224.79,227.5,78.13,280.23,442.44,460.98,84.78,93.15,116.3,29.16,319.68,38.01,370.22,153.28,355.3,67.2,138.99,481.29,203.36,67.36,127.75,52.94,50.43,107.52,109.24,87.06,240.17,49.45,198.31,115.45,338.06,478.36,6.49,90.37,200.72,170.31,141.17,227.88,204.18,138.81,29.16,130.49,28.84,74.84,117.68,33.59,84.54,91.06,78.7,123.92,124.49,22.52,180.51,275.4
12/01/2020,122.72,216.21,3220.08,1798.1,584.76,133.9,286.55,404.57,43.54,387.56,146.07,479.15,51.02,49.56,151.26,92.63,504.58,163.49,133.73,356.82,225.08,206.2,216.54,84.27,98.82,244.55,662.25,67.08,58.46,2052.67,174.67,140.73,30.21,61.12,467.65,115.79,514.07,79.93,230.3,141.01,1521.66,30.45,128.52,256.66,334.34,449.24,85.36,159.08,33.14,225.7,230.02,78.66,279.11,453.56,467.86,86.68,93.58,115.65,29.29,327.72,38.46,377.52,147.5,359.08,68.49,140.26,500.1,211.04,68.41,127.24,52.98,50.52,111.54,112.39,87.28,243.16,48.52,200.14,115.25,340.85,406.31,6.52,89.98,200.75,177.41,144,215.71,206.43,136.54,29.29,132.02,30.14,75.37,118.97,34.41,85.42,88.89,79.5,125.59,126.22,23.21,180.06,279.53
12/02/2020,123.08,215.37,3203.53,1827.95,568.82,135.45,287.52,403.73,43.89,383.5,144.62,481.26,51.05,49.9,149.98,93.74,503.38,162.72,133.14,355.49,226.56,208,212.56,85.29,98.91,250.43,667.17,69.11,58.14,2078.42,171.58,140.66,30.23,61.13,479.22,115.52,505.13,79.15,226.7,143,1522.86,30.08,128.72,256.32,340.82,451,84.38,160.54,32.78,225.43,224.72,78.12,277.06,442.41,462.59,86.26,92.82,116.43,29.52,333.2,39.84,372.6,141.84,360.91,68.69,143.7,505.48,204.83,68.68,129.54,53.39,51.35,111.58,111.63,87.15,246.92,47.58,195.99,113.3,334.93,412.86,6.43,88.13,200.24,177.04,143.45,217.7,205.91,144.06,29.52,131.21,30.6,75.47,118.12,33.15,82.27,86.87,79.86,127.31,127.87,23.99,181.3,282
12/03/2020,122.94,214.24,3186.73,1826.77,593.38,133.96,281.85,399.8,44.11,374.05,144.45,484.28,51.59,50.99,149.91,92.31,497.52,161.98,131.19,363.7,226.91,208.22,214.54,86.1,100.11,252.91,670.43,69.9,58.56,2096.63,172.09,139.75,30.14,60.86,484.07,116.05,498.84,78.79,226.87,157.26,1560.34,30.1,132.32,257.39,346,452.9,86.29,158.79,33.45,224.17,234.47,78.76,277.29,446.5,460.07,86.52,93.3,116.68,29.15,344.63,42.82,375.42,161.19,359.69,69.26,144.24,511,207.01,67.31,128.38,52.78,50.29,113.06,112.12,86.25,244.09,47.37,193.85,115,337.54,413.54,6.43,87.83,200.81,180.16,143.71,231.01,158.03,145.16,29.15,131.25,30.32,73.89,119.76,35.22,82.9,87.07,79.1,127.87,127.35,24.4,180.76,289.53
12/04/2020,122.25,214.36,3162.58,1827.99,599.04,135.58,279.7,411.68,44.38,373.43,145.85,486,51.69,51.99,157.62,94.04,498.31,166.52,131.8,368.6,229.21,212.68,217.77,88.84,102.28,260.11,670.74,73.34,59.03,2125.03,174.79,143.97,30.62,61.56,499.98,117.13,492.45,80.88,228.32,152.52,1557.38,30.53,135.61,263.7,350.66,464.39,85.19,163.99,34.12,222.18,236.88,81.06,278,450,457.15,87.44,94.47,118.34,29.06,348.03,43.41,377.06,167.26,363.47,72.12,144.07,521.72,209.25,65.75,128.69,53.74,50.97,115.24,112.51,86.7,245.87,48.05,195.68,112.09,343.47,410.01,6.34,87.38,203.99,179.23,150.17,243.22,161.07,146.36,29.06,133.5,29.84,74.29,120.22,35.06,83.14,89.32,79.61,130.53,128.58,25.02,180.73,279.54
12/07/2020,123.75,214.29,3158,1819.48,641.76,136.07,285.58,420.89,44.35,373.33,145.37,492.25,51.93,50.2,158.02,94.07,515.78,166.29,132.96,372.19,226.45,211.1,217.93,89.14,101.41,254.8,680.76,72.61,58.41,2128.78,174.57,143.71,30.68,60.83,508.68,116.93,495.41,82.27,227.06,159.52,1575.6,30.71,132.96,266.7,342.82,469.73,83.49,165.09,33.6,227.28,239.17,80.53,280.8,448.62,459.36,87.17,93.55,119.02,29.25,337.4,42.43,371.48,170.72,353.14,72.5,144.3,517.71,208.08,66.61,130.84,54.26,50.03,113.6,111.95,86.31,243.68,48.68,194.45,114.61,341.89,407.85,6.52,89.41,205.26,179.24,153.42,232.52,155.62,146.79,29.25,132.94,29.68,72.84,119.57,34.49,83.06,88.36,78.39,131.37,126.52,24.43,183.39,273.26
12/08/2020,124.38,216.01,3177.29,1818.55,649.88,133.5,283.4,423.41,44.37,377.6,145.52,495.28,51.41,50.69,158.8,92.92,512.66,166.68,133.15,372.59,228.94,212.07,216.94,89.75,101.21,255.12,663.37,73.19,58.29,2086.65,174.53,146.13,30.5,61.17,511.66,117.99,497.14,83.63,229.83,169.86,1615.88,30.17,132.55,266.94,342.72,468.57,82.01,166.37,34.34,228.17,238.76,79.87,284.38,440,460.69,88.2,93.33,118.41,29.34,348.16,41.99,371.07,177.48,359.76,72.38,144.99,515.76,210.14,66.04,132.15,54.72,49.89,113.47,109.46,86.41,246.43,49.1,194.93,115.56,341.28,412,6.61,91.61,206.92,184.46,155.79,234.82,160.97,157.49,29.34,132.94,29.26,74.15,123.16,34.45,82.85,87.25,78.79,130.88,126.28,24.28,183.6,272
12/09/2020,121.78,211.8,3104.2,1784.13,604.48,129.31,277.92,416.22,44.69,374.29,145.69,483.74,51.26,50.07,156.02,89.83,493.6,162.76,131.12,364.18,229.85,212.24,210.8,87.82,100.4,251.17,644.08,71.41,57.72,2107.11,173.84,141.78,30.58,60.82,493.83,114.58,488.64,82.58,224.38,156.59,1536.54,30.26,130.47,256.49,337.76,452.89,81.82,157.32,34.22,219.48,232.77,79.01,279.42,444.02,449.88,87.9,93.22,115.49,29.17,333.39,41.77,363.56,166.17,354.04,69.9,151.59,509.01,202.77,65.56,133.17,54.04,49.5,113.8,110.86,87.38,244.75,49.63,193.45,114.08,334.55,385.36,6.41,89.01,204.41,181.36,148.29,220.97,155.59,147.57,29.17,131.95,29.24,74.41,120.86,33.96,80.96,85.33,76.16,131.82,128.84,24.19,183.68,275.66
12/10/2020,123.24,210.52,3101.49,1775.33,627.07,129.72,277.12,410.04,44.32,372.79,144.67,476.87,50.48,50.26,155.75,91.66,501.09,162,130.56,362.5,228.16,211.97,215.34,87.89,105.39,252.69,658.04,71.28,57.18,2104.87,172,141.28,30,60.45,490.15,114.83,478.98,83.11,224.04,155.69,1589.52,30.18,131.77,255.98,343.71,457.8,81.71,158.27,34.1,218.29,234.17,78.38,281.16,446,454.27,88.03,91.34,117.45,29.25,347.19,41.65,369.07,179.99,347.35,69.96,158.32,508.39,198.7,65.18,134.68,53.89,49.6,113.32,108.29,85.75,242.98,48.39,192.2,114.75,334.04,398,6,87,208,187,146,223,153,154,29,132,29,74,120,34,82,85,77.76,132.67,130.47,24.15,187.82,272.13
