Date,AAPL,MSFT,AMZN,GOOG - C,TSLA,NVDA,FB,AVGO,CSCO,COST,PEP,ADBE,CMCSA,INTC,QCOM,AMD,NFLX,TXN,TMUS,INTU,AMGN,HON,PYPL,AMAT,SBUX,ISRG,CHTR,MU,MDLZ,BKNG,ADP,ADI,CSX,GILD,LRCX,FISV,REGN,ATVI,VRTX,MRNA,MELI,KDP,MAR,KLAC,ILMN,ASML,JD,NXPI,KHC,WDAY,SNPS,CTSH,ADSK,ORLY,IDXX,MNST,PAYX,CDNS,EXC,DXCM,WBA,LULU,CRWD,CTAS,MCHP,BIDU,ALGN,ODFL,XEL,EA,AZN,EBAY,ROST,DLTR,PCAR,BIIB,FAST,VRSK,CPRT,ANSS,ZM,SIRI,NTES,VRSN,SGEN,SWKS,DOCU,SPLK,PDD,EXC (CEG?),CDW,FOXA,CERN,CHKP,TCOM,INCY,CSGP,BMRN,CTXS,EXPE,LBTYA,TTWO,ULTA
12/23/2019,71,157.41,1793,1348.84,83.84,59.71,206.18,319.53,48.1,293.31,137.04,328.95,44.1,59.23,88.45,45.46,333.1,128.55,76.96,266.28,243.03,176.43,108.61,61.08,88.23,199.14,480.72,55.4,54.73,2032.1,170.02,119.17,24.24,66.75,294.45,116.33,374.2,58.89,219.98,19.7,594.15,28.81,151.24,177.11,334.02,296.14,36.26,128.03,31.92,165.61,139.91,62.63,182.92,437.41,263.98,63.36,84.91,70.14,32.09,216.39,58.57,228.13,47.85,270.86,52.49,128.83,278.14,124.89,63.02,107.79,49.89,36.21,114.2,92.44,79.55,301.56,36.93,149.55,89.87,255.73,66.15,7.09,60.67,192.43,115.16,120.03,73.35,150.05,37.89,32.09,142.87,37.46,73.44,111.75,34.66,90.16,60.18,86,110.16,108,22.8,122.12,253.02
12/24/2019,71.07,157.38,1789.21,1343.56,85.05,59.66,205.12,320.5,47.78,294.23,136.89,329.64,44.53,59.41,88.77,46.54,333.2,128.53,77.32,264.33,242.33,176.31,108.69,61.5,88.52,199.6,480.86,55.42,54.99,2044,169.91,119.72,24.33,66.72,294.48,116.63,376.51,58.81,220.56,19.75,594.53,28.65,151.5,178.11,335.49,294.93,36.28,129.2,31.98,166.19,138.21,62.4,183.91,439.83,263.26,63.47,84.65,69.65,32.18,216.4,58.35,229.03,47.75,268.81,52.53,128.49,277.89,125.33,62.86,108.55,49.87,36.21,115.12,93.23,79.49,304.07,37.01,149.17,90.91,256.49,66.46,7.14,60.17,192.75,115.45,122.16,73.7,150.35,38.04,32.18,142.97,37.3,73.29,111.58,34.47,91.43,60.03,86.37,110.67,108.77,22.79,123.93,252.49
12/26/2019,72.48,158.67,1868.77,1360.4,86.19,59.8,207.79,317.98,47.85,295.73,136.69,331.2,44.97,59.82,88.4,46.63,332.63,128.48,77.4,266.87,241.9,176.88,109.75,61.31,88.08,199.35,485.73,55.11,54.85,2064.32,170.35,119.73,24.29,66.39,294.92,116.03,374.86,58.89,220.25,19.86,597.24,28.82,153.13,178.75,331.34,296.34,36.24,128.68,31.63,165.36,140.07,62.12,184.24,439.09,261.43,63.88,84.71,70.05,32.18,215.32,58.9,231.17,50.03,268.13,52.97,127.58,278.26,125.5,62.79,108.51,49.85,36.25,115.31,92.08,79.51,301.79,36.94,148.83,91.02,258.33,67.45,7.16,61.26,193.71,113.58,122.28,74.44,151.92,38.57,32.18,144.63,37.57,73.02,112.07,34.57,88.79,60.15,86.32,111.26,109.07,22.42,123.99,251.33
12/27/2019,72.45,158.96,1869.8,1351.89,86.08,59.22,208.1,316.53,47.77,294.11,137.54,330.79,45.1,60.08,88.8,46.18,329.09,128.57,77.24,267.06,241.53,176.48,109.4,61.17,88.13,199.29,483.69,54.03,55.28,2072.54,170.77,119.45,24.28,65.95,293.7,117.08,373.32,59.19,220.97,19.52,599.24,28.84,152.73,178.52,332.29,296.67,35.93,128.19,31.62,165.85,140.62,62.16,185.38,437.21,263.98,63.57,85.12,70.29,32.24,218.11,59.02,230.02,48.92,269.01,52.74,126.45,277.64,125.95,63.12,108.43,50.44,36.07,114.96,92.84,79.41,300.09,36.98,148.58,90.82,258.68,66.64,7.14,61.22,194.05,113.42,122.29,74.39,151.51,39.24,32.24,143.96,37.41,73.28,111.8,34.61,88.39,59.86,85.59,110.79,108.32,22.79,124.47,253.17
12/30/2019,72.88,157.59,1846.89,1336.14,82.94,58.08,204.41,313.46,47.59,295.14,136.81,328.34,45.18,59.62,88.43,45.52,323.31,127.66,78.08,262.84,240.27,176.42,107.97,60.93,87.44,197.11,483.08,53.21,55,2053.87,169.59,118.86,24.11,64.93,292.54,115.47,373.7,58.88,218.97,19.05,583.85,28.87,151.87,178.37,328.14,294.89,35.4,127.55,31.71,163.84,139.1,61.65,183.3,437.51,261.6,63.36,84.89,69.99,32.22,216.19,58.91,230.83,50.03,268.36,52.5,126.29,275.63,125.61,63.29,106.93,50.01,35.8,116.5,93.49,78.97,296.01,36.95,147.55,90.86,256.8,66.79,7.09,60.72,192.33,114.22,121.03,73.75,148.95,38.15,32.22,142.78,37.08,73.11,111.68,34.2,88.05,59.69,84.59,110.36,107.77,22.62,122.35,251.35
12/31/2019,73.41,157.7,1847.84,1337.02,83.67,58.83,205.25,316.02,47.96,293.92,136.67,329.81,44.97,59.85,88.23,45.86,323.57,128.29,78.42,261.93,241.07,177,108.17,61.04,87.92,197.05,485.08,53.78,55.08,2053.73,170.5,118.84,24.12,64.98,292.4,115.63,375.48,59.42,218.95,19.56,571.94,28.95,151.43,178.17,331.74,295.94,35.23,127.26,32.13,164.45,139.2,62.02,183.46,438.26,261.13,63.55,85.06,69.36,32.37,218.74,58.96,231.67,49.87,269.08,52.36,126.4,279.04,126.52,63.49,107.51,49.86,36.11,116.42,94.05,79.1,296.73,36.95,149.34,90.94,257.41,68.04,7.15,61.33,192.68,114.26,120.88,74.11,149.77,37.82,32.37,142.84,37.07,73.39,110.96,33.54,87.32,59.83,84.55,110.9,108.14,22.74,122.43,253.14
01/02/2020,75.09,160.62,1898.01,1367.37,86.05,59.98,209.78,322.39,48.42,291.49,135.82,334.43,45.37,60.84,88.69,49.1,329.81,129.57,78.59,266.16,240.1,180.79,110.75,62.2,89.35,199.09,490.43,55.39,54.33,2074.58,170.32,120.43,24.4,65.23,297.89,115.52,373.35,58.65,219.45,19.23,610.19,28.74,151.49,182.57,327,302.83,37.73,128.54,31.61,167.46,142.87,61.92,187.83,437.52,265.02,63.7,85.11,71.44,32.26,219.38,59.08,233.42,49.44,270.79,53.8,138.22,283.68,128.02,62.38,107.34,50.39,36.3,116.83,93.78,79.51,294.24,37.23,151.12,93.48,259.59,68.72,7.13,65.74,196.73,112.41,121.67,75.9,151.98,41.23,32.26,143.88,37.07,73.62,112.26,36.97,85.97,62.07,84.04,111.67,110.98,22.48,122.08,254.55
01/03/2020,74.36,158.62,1874.97,1360.66,88.6,59.02,208.67,314.19,47.63,291.73,135.63,331.81,45.01,60.1,87.02,48.6,325.9,127.85,78.17,264.38,238.47,178.86,108.76,61.21,88.83,197.78,494.47,54.53,54.24,2065.48,169.96,118.31,24.3,65.07,294.69,116.37,369.16,58.67,217.98,18.89,607.8,28.81,149.27,179.08,322.73,297.95,37.99,127.3,31.24,168.44,141.76,61.36,184.95,438.75,264.77,63.28,84.82,70.42,32.36,218.7,59.08,232.64,50.75,269.57,52.62,133.8,280.44,126.49,62.68,107.2,50.09,35.96,116.86,93.03,78.73,290.85,36.57,152.59,92.66,256.97,67.28,7.09,64.93,200.88,112.65,118.65,75.56,152.06,40.89,32.36,142.15,36.67,73.83,112.29,36.18,77.9,62.62,84,111.82,109.13,22.11,122.21,250.17
01/06/2020,74.95,159.03,1902.88,1394.21,90.31,59.27,212.6,313.72,47.8,291.81,136.15,333.71,44.67,59.93,86.51,48.39,335.83,126.96,78.62,266.41,240.3,177.51,110.17,59.89,88.13,198.59,497.45,53.57,54.15,2047.4,170.19,116.92,24.17,65.65,289.19,116.93,371.74,59.74,224.03,18.13,606.55,29,147.34,175.05,325.53,295.58,38,126.4,31.31,169.49,141.98,60.75,187.12,434.66,266.93,63.38,84.81,70.85,32.4,225.99,59.59,235.43,55.11,270.27,51.87,135.94,285.88,125.49,62.59,108.78,49.88,35.78,117.43,93.03,78.44,290.82,36,152.94,93.49,254.59,70.32,7.12,64.81,202.74,111,116.56,75.39,154.46,40.09,32.4,141.08,36.57,73.99,112.8,35.69,77.34,62.45,84.59,113.01,108.74,22.58,124.69,250.95
01/07/2020,74.6,157.58,1906.86,1393.34,93.81,59.98,213.06,312.64,47.49,291.35,134.01,333.39,44.93,58.93,88.97,48.25,330.75,129.41,78.92,266.47,238.04,177.61,109.67,61.62,87.86,194.27,499.16,58.27,53.92,2068.05,168.13,119.58,24.33,65.12,296.24,116.48,373.13,60.34,223.79,17.78,625,28.2,144.94,176.44,329.69,298.79,38.32,128.04,30.76,172.95,142.96,60.32,187.5,428.77,266.12,63.69,84.34,71.07,32.43,231.45,59.29,233.7,54.75,270.07,55.35,136.7,283.06,125.85,62.46,108.39,50.07,35.62,118.8,91.93,77.92,290.09,35.93,154.22,93.37,256.67,71.9,7.07,65.61,203.21,111.32,117.67,75.24,153.41,41.21,32.43,140.92,37.07,73.02,112.03,37.33,77.14,62,84.21,112.41,110.02,22.28,125.51,253.09
01/08/2020,75.8,160.09,1891.97,1404.32,98.43,60.1,215.22,308.74,47.52,294.69,134.7,337.87,45.39,58.97,88.71,47.83,339.26,129.76,79.42,272.88,238.22,177.76,111.82,61.58,88.88,193.93,500.77,57.52,54.05,2062.9,169.71,120.66,24.46,65.8,299.97,116.8,382.42,59.88,231.09,17.98,633.44,27.76,146.73,176.67,332.16,301.89,38.3,128.36,30.59,178.71,145.86,60.73,189.95,431.9,271.68,63.82,85.17,72.28,32.66,233.23,55.83,237.27,55.66,275.28,54.65,137.83,286,126.45,62.4,109.49,49.95,35.6,119.15,89.79,78.96,292.66,36.2,155.64,94.01,257.73,72.55,7.06,66.2,204.15,111.2,119.54,76.27,155.76,40.5,32.66,140.71,37.11,73.45,111.48,36.87,76.53,62.54,84.71,113.76,108.62,21.36,127.82,258
01/09/2020,77.41,162.09,1901.05,1419.83,96.27,60.76,218.3,306.26,47.32,299.42,134.79,340.45,45.51,59.3,89.91,48.97,335.66,131.33,79.81,274.9,238.93,179.07,112.57,61.97,90.53,195.26,507.28,57.31,54.19,2084.29,171.21,120.66,24.58,65.84,297.93,117.8,383.47,59.34,230.26,18.4,646.43,27.87,146.45,175.49,334.6,301.38,38.9,129.18,30.58,179.48,148.67,61.11,191.94,437.37,277.94,64.25,85.75,73.36,32.77,239.27,54.68,235.9,55.94,279.35,55.16,140.86,296.54,129.35,62.54,109.36,50.08,35.18,122.13,91.06,78.45,294.3,36.22,157.14,95.29,261.43,72.62,7.05,67.67,208.88,111.83,119.65,75.8,154.52,39.66,32.77,141.97,37.18,73.76,111.71,37.12,77.95,62.97,89.58,114.05,109.76,20.8,128.02,263.5
01/10/2020,77.58,161.34,1883.16,1429.73,95.63,61.08,218.06,299.22,47.13,297.24,134.53,339.81,44.98,58.94,90.26,48.17,329.05,130,79,275.25,238.26,178.68,112.93,61.47,90.16,199.57,505.03,56.67,54.25,2086.9,171.09,118.57,24.45,65.03,294.34,117.13,381.41,58.95,228.95,19.14,669.48,27.88,145.39,173.01,335.53,296.18,39.11,129.64,30.7,180.11,148.46,60.64,192.36,436.85,281.64,65.34,85.27,73.03,32.85,237.3,54.22,234.84,57.2,278.84,55.42,144.51,293.33,131.31,62.64,108.59,49.85,34.89,120.72,91.35,77.81,296.51,36.33,157.32,95.31,260.8,73.09,7,67.78,209.12,112.44,120.08,74.83,155.78,38.42,32.85,142.36,36.72,73.48,112.62,36.7,76.47,64.51,91.1,113.74,110.69,20.63,126.76,267.28
01/13/2020,79.24,163.28,1891.3,1439.23,104.97,63,221.91,301.18,47.97,299.87,136.53,345.63,45.8,59.59,90.97,48.75,338.92,129.95,79.4,276.04,236.92,181.27,115.28,61.81,91.08,201.04,510.15,57.45,54.59,2080.5,172.36,119.06,24.9,64.31,297.29,118.53,378.93,59.24,226.49,20.26,691.1,27.8,146.8,175.1,323.15,301.45,40.31,131.98,31.16,181.92,149.93,61.16,192.45,435.5,282.29,65.53,86.26,73.39,32.8,235.84,54.06,245.18,58.97,282.85,55.61,142.26,298.07,133.74,63.37,109.82,49.67,34.73,119.97,90.77,78.06,293.9,36.59,158.02,96.26,264.05,74.03,7.05,69.91,211.75,105.47,124.51,74.15,156.46,39.35,32.8,143.35,36.99,73.07,113.44,37.65,77.1,64.27,88.27,115.14,110.59,20.77,128.45,275.7
01/14/2020,78.17,162.13,1869.44,1430.88,107.58,61.82,219.06,308.18,47.79,299.75,136.85,344.63,46.03,59.43,90.56,48.21,338.69,130.67,79.8,272.68,240,180.45,114.64,62.35,90.99,200.9,509.62,57.52,54.19,2071.48,171.23,119.53,24.89,64.2,300.76,117.55,387.62,60.05,229.75,20,652.07,27.6,147.15,177.48,317.11,302.55,40.29,132.71,31.73,179.98,148.19,61.37,191.11,438.51,284.02,65.58,86.62,72.61,32.53,235.06,54.62,243.77,59.24,281.52,55.06,140.04,287.61,136,63.47,109.58,50.18,35.35,118.96,90.57,78.2,298.97,36.82,156.88,96.34,262.87,73.16,7.11,69.78,209.37,107.75,123.34,72.8,157.04,38.02,32.53,143.96,37.26,74.21,113.68,38.5,81.47,63.99,89.02,114.96,110.41,21.02,126.93,282.62
01/15/2020,77.84,163.18,1862.02,1439.2,103.7,61.39,221.15,303.14,48.01,300.82,139.2,342.94,46.28,58.94,89.67,48.55,339.07,129.17,80.27,273,241.7,180.73,114.85,61.93,91.54,199.08,515.4,56.17,54.74,2065.16,172.81,117.51,25,64.1,298.34,118.51,390.75,59.64,234.15,20.24,659.98,27.86,147.3,177.92,320.39,300.08,39.78,132.5,31.6,179.18,147.91,61.85,190.79,438.15,288.49,65.88,87.37,71.94,33.05,234.34,54.43,243.49,60.25,284.64,53.79,139.4,274.1,137.38,64.47,109.61,50.8,35.33,117.77,90.75,77.46,293.09,36.79,158.65,96.67,264.28,76.94,7.17,69.14,211.74,106.65,120.42,73.03,156.02,38.67,33.05,144.6,37.48,74.69,113.92,37.56,80.54,64.9,88.87,115.31,110.74,21.39,126.61,276.2
01/16/2020,78.81,166.17,1877.94,1451.7,102.7,62.23,221.77,307.05,49.05,303.03,139.61,345.38,46.87,59.66,91.79,49.77,338.62,130.16,81.44,276.87,240.5,182.26,115.4,63.21,92.58,199.43,508.78,57.68,55.19,2054.75,174.88,119.13,25.58,63.2,305.95,120.21,385.57,60.43,235.5,21.01,666.46,27.62,149.02,180.91,325.96,301.08,39.56,134.18,31.73,182.78,149.69,62.45,192.5,441.07,289.92,67.1,87.97,73.06,33.19,234.41,54.42,243.71,62.24,286.51,54.41,139.49,285.03,139.33,65.03,111.26,50.51,35.92,118.05,91.08,78.56,286.14,37.31,160.56,97.21,266.81,76.11,7.2,70.03,213.54,107.66,123.09,73.08,160.32,39.51,33.19,144.2,39.11,75.58,114.78,38.45,80.62,65.2,89.13,116.88,111.74,21.47,127.64,277
01/17/2020,79.68,167.1,1864.72,1480.39,102.1,62.32,222.14,308.79,49.02,304.68,141.26,349.74,47.5,59.6,95.91,50.93,339.67,131.7,82.15,282.85,241.49,183.23,116.04,62.85,93.62,200.01,502.73,57.66,55.16,2054.69,176.87,119.47,25.47,62.98,308,120.68,385.94,61.24,235.83,20.62,673.01,27.67,150.26,178.73,324.72,300.04,40.35,133.84,31.03,181.06,151.86,62.77,193.35,440.68,285.8,67.31,88.24,73.73,33.65,230.79,54.41,241.25,63.45,284.23,54.71,139.61,280.7,138.96,65.37,112.93,51.33,35.82,117.68,91.55,78.52,285.5,36.8,160.55,97.12,270.28,75.56,7.17,69.96,214,109,124.17,72.53,157.96,39.43,33.65,136.85,39.34,75.86,113.75,38.94,80.5,64.96,88.27,117.22,111.82,21.15,130.01,272.89
01/21/2020,79.14,166.5,1892,1484.4,109.44,61.99,221.44,308.07,48.8,313.26,141.86,350,47.3,60.55,94.54,51.05,338.11,130.86,82.03,285.01,237.6,180.93,116.15,63.2,92.53,200.55,503.59,58.97,55.54,1990.57,176.2,119.31,24.94,62.63,308.68,120.61,363.71,61.42,233.99,20.94,658.46,27.1,144.37,178.81,328.33,298.4,40.06,133.96,31.01,182.31,153.58,62.29,195.84,440.6,284.84,66.82,88.65,74.6,33.78,231.62,53.87,242.52,62.24,282.04,54.62,137.1,273.17,136.95,66,112.41,50.8,35.72,117.8,89.5,77.54,287.19,35.83,161.3,98.6,273.82,76.73,7.15,68.16,214.44,108.67,123.8,73.13,157.1,39.34,33.78,136.08,39.1,75.81,113.89,35.86,78.65,66.04,87.55,117.85,110.17,20.34,130.39,272.01
01/22/2020,79.43,165.7,1887.46,1485.95,113.91,62.51,221.32,312.88,49.06,311.89,143.38,350.06,47.44,62.73,92.97,51.43,326,133.34,82.48,290.52,236.75,180.05,115.5,63.89,92.53,203.41,510.76,59.17,55.46,2000.24,178.33,120.42,24.87,63.43,311.34,122.05,359.14,60.32,234.61,21.97,663.15,28.03,144.12,180.13,331,296.25,40.97,134.64,30.67,182.41,153.41,62.19,194.73,435.71,287.62,67.46,89.6,74.8,33.84,235.54,53.42,244.3,62.57,282.53,54.67,134.8,279.31,135.2,66.21,113.09,50.45,35.89,117.41,89.87,76.94,288.1,35.93,163.59,99.64,274.73,75.61,7.2,68.03,214.09,111.7,124.9,74.42,156.53,38.86,33.84,136.58,39.08,75.52,114.88,34.45,78.48,66.91,87.59,119.23,110.03,20.16,130.11,273.92
01/23/2020,79.81,166.72,1884.58,1486.65,114.44,63.22,219.76,319.65,49,312.88,143.65,351.76,45.65,63.32,92,51.71,349.6,134.25,82.18,288.58,235.04,179.58,117.89,63.89,93.75,205,513.14,59.2,55.44,1993.2,177.83,120.86,25.55,63.94,312.42,122.23,356.6,60.13,233.91,21.47,663.33,27.77,144.96,182.55,327,294.32,40.77,136.41,30.68,184.38,154.96,62.55,198.6,436.05,285.9,67.77,89.65,75.42,34.05,235.6,53.3,243.06,61.55,286.02,55.13,134.2,270.78,136.91,66.9,113.48,50.2,35.61,118.21,87.94,77.6,284.21,36.06,165.1,99.9,277.71,74.47,7.16,66.99,215.02,115.35,128.19,74.33,157.84,38.37,34.05,138.73,37.49,75.68,115.51,34.26,78.24,64.64,85.63,128.48,113.73,20.26,129.07,272.2
01/24/2020,79.58,165.04,1861.64,1466.71,112.96,62.62,217.94,324,48.85,310.51,142.92,351.37,44.59,68.47,89.65,50.35,353.16,130.52,81.58,288.08,225.59,177.13,116.98,62,92.03,196.4,504.67,57.76,55.09,1962.96,177.21,117.57,25.57,63.15,306.54,120.84,345.28,59.4,229.06,21.12,660.58,28.04,141.02,179.4,319.58,295.83,39.55,135.28,30.41,186.07,154.05,62.42,199.19,430.77,280.77,67.1,88.91,74.58,33.89,233.94,52.04,240.35,59.25,283.44,53.61,130,269.98,136.31,67.17,112.33,49.28,35.36,115.76,87.71,76.79,278.14,35.52,165.3,100.29,277.34,73,7.11,65.63,212.75,113.57,122.31,74.18,157,37.34,33.89,137.92,36.61,74.46,115.48,31.9,76.74,65.07,86.15,128.26,112.14,20.51,125.28,272.98
01/27/2020,77.24,162.28,1828.34,1433.9,111.6,60.05,214.87,309.03,47.47,309.45,142.14,346.9,44,65.69,87.05,49.26,342.88,126.31,80.72,283.76,222.95,173.54,115.24,59.05,88.73,189.17,504.08,55.41,54.69,1908.89,175.74,112.21,25.06,63.83,293.79,119.3,339.42,58.32,227.37,22.74,653.86,28.03,138,170.31,313.92,284.28,37.65,130.45,30.35,183.96,150.38,61.77,195.87,426.81,277.31,66.6,87.71,72.62,33.56,235.45,52.23,236.74,58.06,278.62,51.49,126.28,260.91,133.79,66.92,110.56,48.9,35.48,114.85,88.4,75.17,281.14,35.25,163.95,99.5,270.7,70.44,7.12,64.42,209.77,110.43,116.88,72.77,153.59,36.59,33.56,133.87,36.88,73.41,114.33,31.45,76.07,65.25,84.62,126.9,109.08,20.82,123.07,273.7
01/28/2020,79.42,165.46,1853.25,1452.56,113.38,61.99,217.79,318.31,47.77,310.85,142.44,354.63,44.04,67.31,89.15,50.53,348.52,128.04,81.66,288.16,224.84,175.46,116.52,60.19,88.6,189.91,499.34,56.47,54.85,1917.45,178.3,114.31,25.41,64.36,301.69,120.43,344.08,60.03,231.97,22.36,674.72,28.54,141.25,175.93,314.28,290.18,38.91,132.68,30.13,186.68,152.05,62.6,200.03,428.06,278.64,66.88,88.66,74.18,33.89,234.94,52.78,239.35,59.07,277.96,52.1,126.93,267.82,134.25,67.22,111.9,49.6,36.21,114.48,86.76,76.77,281.95,35.77,164.81,100.71,278.36,71.51,7.13,65.58,210.97,112.93,119.79,74.93,155.58,36.96,33.89,135.46,37.14,73.5,113.77,32.95,76.46,65.99,85.89,125.55,109.11,21.04,125.97,273.87
01/29/2020,81.09,168.04,1858,1458.63,116.2,61.39,223.23,317.51,47.05,309.58,141.73,351.66,43.32,66.33,88.23,47.51,343.16,125.49,80.26,285.92,227.15,175.67,116.66,59.82,86.72,190.47,490.74,55.3,54.56,1893.95,171.04,113.23,25.84,64.3,298.22,120.04,339.25,60.4,232.41,20.55,668.61,28.55,142.61,171.72,313.3,296.14,39.14,132.66,29.62,183.61,150.44,62.92,199.74,424.13,280.8,66.55,87.4,73.14,33.95,238.54,52.28,243.66,60.26,280.25,51.23,126.47,261.6,135.28,67.42,112.21,49.66,34.58,114.27,86.11,76.11,282.52,35.9,164.18,100.72,277.72,73.58,7.08,66.67,212.13,111.81,117.89,76.92,155.62,36.74,33.95,134.86,36.58,72.28,113.95,32.86,74.99,65.76,86.36,123.01,109.55,20.61,125.91,273.98
01/30/2020,80.97,172.78,1870.68,1455.84,128.16,61.45,209.53,315.2,47.24,309.47,143.83,356.74,44.14,66.47,87.78,48.78,347.74,124.42,80.94,286.63,226.15,178.34,117.12,60.25,85.84,190.28,492.98,55.03,58.8,1872.09,175.01,112.37,25.93,64.03,310.95,121.23,336.18,60.89,230.31,20.99,671.08,28.66,143.31,172.92,296,294.38,38.49,131.62,29.94,188.15,150.82,62.47,198.99,419.88,283.73,67.01,87.96,73.16,34.12,238.93,51.95,243.77,62.45,283.2,50.78,125.74,262.89,135.74,68.76,111.64,49.09,35.06,114.18,87.61,76.06,277.53,36.14,164.71,102.35,280.14,74.54,7.19,65.6,213.34,109.87,116.23,79.11,158.69,35.93,34.12,133.83,37.03,72.78,114.37,33.16,73.14,66,85.2,122.54,109.1,20.85,127.43,274.49
01/31/2020,77.38,170.23,2008.72,1434.23,130.11,59.11,201.91,305.16,45.97,305.52,142.02,351.14,43.19,63.93,85.31,47,345.09,120.65,79.19,280.38,216.05,173.22,113.89,57.99,84.83,186.59,517.46,53.09,57.38,1830.55,171.39,109.75,25.45,63.2,298.21,118.61,337.94,58.48,227.05,20.51,663,28.53,140.06,165.74,290.07,280.66,37.69,126.86,29.2,184.63,147.51,61.38,196.85,406.1,271.01,66.6,85.77,72.11,33.79,240.75,50.85,239.39,61.09,278.97,48.74,123.56,257.1,130.82,69.19,107.92,48.7,33.56,112.19,87.07,74.21,268.85,34.88,162.47,101.46,274.33,76.3,7.07,64.15,208.14,108.39,113.15,78.51,155.26,35.22,33.79,130.45,37.08,71.83,114.31,32.13,73.07,65.3,83.5,121.22,108.45,20.52,124.64,267.91
02/03/2020,77.17,174.38,2004.2,1485.94,156,60.08,204.19,305.23,46.53,302,142.51,358,42.66,64.42,86.48,48.02,358,123.4,79.46,282.8,216.88,171.32,116.51,59.72,86.01,188.54,532.05,53.78,57.55,1839.03,173.94,110,25.7,66.36,308.44,121.94,341.12,58.21,230.51,20.38,677.98,28.68,141.48,169.93,293.41,288.16,39.2,125.7,29.15,188.57,150.26,62.61,199.26,406.23,275.77,67.42,86.56,72.83,34.22,237.09,50.95,246.37,61.08,282.01,48.78,130.49,253.02,132.57,69.45,105.04,48.51,34.39,113.83,87.51,74.34,272.73,35.86,165.22,100.8,281.33,87.66,7.17,65.9,210.56,108.68,115.03,80.63,159.88,35.79,34.22,132.89,37.59,73.17,113.58,32.34,72.94,65.98,84.01,122.67,107.8,20.46,124.35,274.96
02/04/2020,79.71,180.12,2049.67,1447.07,177.41,61.78,209.83,311.6,47.62,304.9,143.22,366.74,44.28,65.46,88.93,49.45,369.01,126.47,81.51,290.92,221.81,175.21,120.08,63.01,88.38,191.36,531.75,55.5,57.43,1864.51,175.92,112.46,25.92,67.4,325.4,123.89,356,59.21,239.66,20.87,709.86,28.67,147.4,178.8,296,299.23,40.35,130.51,29.15,194.7,155.81,63.43,203.94,407.59,279.12,68.88,88.28,74.42,34.14,243.7,52.34,247.99,63.56,285.96,50.86,131.37,256.52,136.22,69.3,107.07,48.76,37.41,116.35,88.31,76.18,283.29,36.93,168.13,102.65,289.22,85.79,7.21,68.55,214.48,111.51,117.96,82.02,167.81,36.51,34.14,136.15,38.03,74.22,115.12,34.1,73.88,68.57,86.07,123.49,110.66,20.83,126.93,273.52
02/05/2020,80.36,179.9,2039.87,1448.23,146.94,62.69,210.11,317.38,48.45,308.95,144.3,365.55,44.59,67.34,90.91,49.84,369.67,132.44,81.79,289.81,231.94,176.9,119.72,63.8,87.56,192.19,522.18,56.77,57.92,1939.29,178.62,116.68,26.06,65.87,325.62,121.67,372.16,58.85,240.76,20.05,675.84,28.69,147.71,171.28,300.35,306.32,39.94,134.23,29.37,188.47,154.21,64.97,202.08,419.21,274.4,68.95,88.03,74.32,34.31,238.54,52.98,243.9,61.82,291.34,54.26,130.75,267.5,137.97,69.3,107.82,49.73,37.13,118.74,88.71,77.99,332.87,37.65,168.56,102.16,283.95,86.99,7.17,67.57,213.26,118.3,119.64,80.74,163.88,35.72,34.31,136.04,38.67,78.6,115.52,33.93,76,66.55,89,122.75,111.1,21.07,120.76,278.18
02/06/2020,81.3,183.63,2050.23,1476.23,149.79,63.56,210.85,319.69,48.69,310.61,144.33,367.46,44.6,67.09,90.61,49.32,366.95,132.52,82.77,294.21,231.45,176.35,119.89,63.19,86.15,193.85,526.56,58.68,58.42,1960.9,180.26,115.79,26.11,68.21,323.52,121.67,389.85,60.26,239.12,19.88,671,28.56,146.22,171.74,301.23,309.55,40.38,135.34,29.06,187.5,154.77,71.42,206,398.13,280.67,69.45,88.45,74.54,34.27,239,53.49,243.78,62.19,293.65,54.24,133.16,266.76,145.23,69.3,110,50.03,38,118.19,87.94,77.59,337.24,37.9,168.95,102.95,285.88,87.26,7.19,69.38,216.94,118.64,117.68,81.44,162.67,36.38,34.27,134.64,37.11,78.95,117.53,34.07,75.81,66.65,88.87,122.23,111.75,21.05,127.74,293.05
02/07/2020,80.01,183.89,2079.28,1479.23,149.61,62.9,212.33,315.23,47.97,313.63,145.37,366.09,44.74,66.02,87.42,49.73,366.77,128.7,85.44,294.71,229.33,175.28,118.88,61.71,86.42,193.14,525.21,56.88,58.66,1909.59,179.1,112.27,25.96,68.87,315.4,121.86,381.87,61.53,240.06,23.24,646.02,28.57,144.07,165.1,294.3,304.97,39.99,132.26,29.54,192.08,154.28,69.59,207.01,387.69,278.4,68.91,87.98,73.55,34.22,240.22,53.24,243.51,62.09,291.58,53.11,130.91,258.67,147.06,68.71,109.09,49.4,36.2,117.43,87.14,75.41,338.7,37.35,169.12,102.58,284.83,88.64,7.11,67.95,205.07,117.41,113.94,83.16,162.55,34.28,34.22,132.66,37,78.93,117.26,33.87,74.14,66.65,86.57,121.08,110.09,20.39,112.6,295.96
