Date,AAPL,MSFT,AMZN,GOOG - C,TSLA,NVDA,FB,AVGO,CSCO,COST,PEP,ADBE,CMCSA,INTC,QCOM,AMD,NFLX,TXN,TMUS,INTU,AMGN,HON,PYPL,AMAT,SBUX,ISRG,CHTR,MU,MDLZ,BKNG,ADP,ADI,CSX,GILD,LRCX,FISV,REGN,ATVI,VRTX,MRNA,MELI,KDP,MAR,MRVL,KLAC,ILMN,ASML,JD,NXPI,KHC,WDAY,AEP,SNPS,CTSH,ADSK,ORLY,IDXX,MNST,PAYX,CDNS,EXC,DXCM,WBA,TEAM,LULU,CRWD,CTAS,MCHP,BIDU,ALGN,ODFL,XEL,EA,AZN,EBAY,ROST,DLTR,PCAR,BIIB,FAST,VRSK,MTCH,CPRT,ANSS,ZM,OKTA,SIRI,NTES,VRSN,SGEN,SWKS,DOCU,SPLK,PDD,EXC (CEG?),CDW,FOXA,CERN,CHKP,TCOM,INCY,PTON
06/29/2021,136.33,271.4,3448.14,2520.37,680.76,200.2675,351.89,477.15,52.91,398.79,146.94,590.75,56.54,56.75,142.62,89.52,533.5,192.88,144.99,491.4,242.46,215.95,292.76,141.92,112.27,306.9066,717.46,82.93,62.34,2172.19,197.62,171.4,31.56,67.93,651.79,106.59,545.98,95.61,196.78,234.46,1583,35.24,135,58.76,325.2,479.18,703.68,79.75,207.7,40.58,246.39,83.93,276.18,70.42,297.74,564.97,637.08,91.56,107.54,138.35,31.6381,426.8,51.99,264.15,366.66,257.12,382.52,76.41,207.67,612.8,255.03,65.71,144.1,60.18,70.49,122.16,99.48,88.17,345.72,51.77,174.33,162.28,133.31,352.53,394.73,248.04,6.55,114.74,229.78,158.59,190.95,284.48,143.88,133.55,31.6381,176.33,36.83,78.36,116.79,35.51,84.7,125.68
06/30/2021,136.96,270.9,3440.16,2506.32,679.7,200.025,347.71,476.84,53,395.67,148.17,585.64,57.02,56.14,142.93,93.93,528.21,192.3,144.83,490.17,243.75,219.35,291.48,142.4,111.81,306.5466,721.45,84.98,62.44,2188.09,198.62,172.16,32.08,68.86,650.7,106.89,558.54,95.44,201.63,234.98,1557.79,35.24,136.52,58.33,324.21,473.21,690.84,79.81,205.72,40.78,238.74,84.59,275.79,69.26,291.9,566.21,631.55,91.35,107.3,136.82,31.4606,427,52.61,256.86,364.97,251.31,382,74.87,203.9,611,253.8,65.88,143.83,59.9,70.21,124,99.5,89.25,346.27,52,174.72,161.25,131.83,347.06,387.03,244.68,6.54,115.25,227.69,157.88,191.75,279.57,144.58,127.02,31.4606,174.65,37.13,78.16,116.13,35.46,84.13,124.02
07/01/2021,137.27,271.6,3432.97,2527.37,677.92,202.12,354.39,469.64,53.44,394.53,148.2,584.73,57.75,56.01,140.8,93.31,533.54,190.84,145.34,491.05,246.9,220.62,289,137.95,113.41,309.1533,721.8,80.11,62.47,2210.02,199.81,169.17,32.28,69.13,633.07,108.34,574.62,93.9,202.21,235.11,1544.99,35.22,139.24,57.39,311.74,470.66,679.31,77.44,201.86,40.49,235.51,85.26,277.11,69.84,293.7,575.38,638.95,91.15,108.47,136.93,31.9363,426.84,48.71,258.43,364.23,251.16,380.92,73.85,201.46,618.96,258,67.03,142.14,60.31,69.8,124.99,99.91,88.79,348.92,52.06,176.8,159.48,134.42,349.24,386.48,240.74,6.57,113.71,229.19,158.27,189.01,278.09,141.02,121.84,31.9363,175.8,37.55,78.49,116.73,35.34,84.02,122.16
07/02/2021,139.96,277.65,3510.98,2574.38,678.9,204.87,354.7,468.17,53.54,398.94,148.91,593.07,58.42,56.76,142.58,94.7,533.98,192.21,146.29,497.64,248.7,221.32,290.24,138.16,114.97,312.72,731.92,80.33,62.6,2238.89,201.48,170.67,32.58,69.3,631.44,109.27,583.64,94.27,200.54,234.3,1551.96,35.18,141.26,57.42,311.82,474.73,687.54,76.23,202.73,40.38,238.3,85.2,279.16,69.61,297.74,581.88,648.2,90.86,108.73,137.94,32.0428,431.59,48.17,262.72,368.47,252.59,383.5,74.125,196.7,624.17,258,66.82,143.41,60.79,70.08,126.25,99.45,88.3,348.72,52.6,177.5,161.4,135.24,353.41,388.89,242.56,6.63,113.31,231.33,157.27,191.32,278.82,142.29,119.2,32.0428,176.89,37.32,79.46,116.94,35.49,83.58,121.6
07/06/2021,142.02,277.66,3675.74,2595.42,659.58,206.985,352.78,473.28,52.98,398.86,149.13,596.9,57.66,56.09,141.19,94.47,541.64,191.2,146.75,500.97,243.65,218.56,292.64,136.78,115.73,316.0133,729.54,81.08,62.34,2222.32,201.11,168.32,32.4,68.41,621.9,108.7,582.25,94.4,200.05,233.34,1553.96,34.93,140.13,57.5,311.25,474.85,685.87,72.39,201.74,39.65,238.55,85.24,279.29,68.73,295.6,580.18,658.99,90.61,108.57,138.67,31.8653,440.65,47.7,268.43,371.37,264.98,382.78,73.065,186.95,604.67,254.53,67.07,143,59.9,69.02,126.52,99.1,86.75,344.89,52.46,177.61,161.24,136.59,355.64,401.12,249.54,6.54,109.62,231.47,152.5,190.46,288.18,142.91,113.1,31.8653,175.97,36.73,79.56,116.34,34.42,83.34,123.69
07/07/2021,144.57,279.93,3696.58,2601.55,644.65,203.7175,350.49,469.54,53.26,404.68,149.79,605.77,58.17,55.96,139.97,90.54,535.96,189.78,148.04,506.09,243.22,220.74,297.13,134.87,117.14,318.23,742.37,78.22,63.05,2166.77,203.34,165.43,32.98,68.36,613.59,109.14,585.9,93.31,198.99,221.9,1540.9,35,139.61,56.68,307.06,473.45,690.18,72.7,198.35,39.85,238.65,85.62,279.86,68.93,296.11,585.1,665.31,90.84,109.81,139.1,32.0428,447.52,47.49,269.06,377.82,267.52,389.61,71.755,182.71,612.22,259.17,67.69,142.95,59.76,70.07,124.09,99.37,86.86,355.33,53.7,182.09,157.69,138.74,353.28,393.91,250.27,6.57,107.41,232.83,149.73,188.28,288.94,141.32,110.29,32.0428,178.83,36.4,80.22,117.41,33.44,82.13,123.51
07/08/2021,143.24,277.42,3731.41,2583.54,652.81,199.0275,345.65,470.5,53.26,407.15,149.86,605.95,58.23,55.39,138.29,89.74,530.76,188.24,146.86,506.09,244.28,219.32,295.05,132.53,115.99,317.29,743.5,77.11,62.95,2163.92,201.86,163.91,30.95,67.69,606.03,107.74,574.92,92.18,197.74,232.79,1526.93,34.77,137.64,56.27,303.09,472.86,673.685,70.89,195.99,39.6,237.09,85.31,278.86,68.37,294.47,581.53,659.94,89.84,110.22,137.31,31.9008,446.97,46.72,266.66,373.53,263.39,386.8,70.51,175.88,616.79,256.44,67.5,140.45,59.26,68.65,121.67,98.27,85.66,369.05,53,181.21,158.25,136.85,352.24,386.01,251.26,6.46,105.36,231.81,148.96,186.41,288.74,138.53,108.77,31.9008,176.83,35.7,79.74,118.3,31.99,81.43,124.06
07/09/2021,145.11,277.94,3719.34,2591.49,656.95,200.5025,350.42,480.18,53.74,412.37,149.48,604.5,58.03,55.99,141.43,90.9,535.98,190.27,146.01,503.93,245.2,224.34,300.21,134.9,117.47,316.9266,736.47,78.74,63.02,2194.99,203.72,166.27,31.83,68.22,612.85,108.94,580.4,92.38,198.16,232.81,1554.97,35,142.48,57,308.76,476.8,691.36,73.56,200.35,39.95,239.94,85.39,280.75,69.14,295.38,591.65,667.03,90.24,111.9,138.5,31.8866,440.73,47.41,268.64,377.42,264.44,388.32,72.01,181.36,627.19,260.58,67.67,140.99,59.63,69.46,124.77,99.51,87.5,358.16,53.84,181.71,162.63,138.49,353.76,385.08,251.84,6.56,108.33,233.03,148.5,189.57,288.02,138.37,111.07,31.8866,177.98,36.45,79.57,123.8,32.18,82.04,117.84
07/12/2021,144.5,277.32,3718.55,2611.28,685.7,205.125,353.16,485.75,53.23,407.88,149.51,600.2,58.26,56.73,142.47,90.81,537.31,191.92,146.9,505.1,244.37,225.02,302.97,136.8,118.46,319.6833,719.8,79.56,62.95,2204,203.75,167.55,31.74,68.07,625.42,108.83,574.03,92.91,198.34,239.34,1526,34.98,141.77,57.33,314.02,484.1,707.81,73.17,204.41,39.79,236.39,85.41,278.56,69.25,291.93,591.51,659.54,91.17,111.67,137.73,32.1493,445.77,47.55,261.36,368.91,261.79,392.07,73.095,180.39,642.86,257.62,67.84,141.39,60.5,68.97,124.1,98.95,88.31,349.04,54.02,180.02,162.84,139.15,350.94,379.12,245.55,6.52,108.93,229.16,145.97,191.2,288.1,136,110.52,32.1493,176.33,36.8,80.01,122.49,31.82,81.18,120.31
07/13/2021,145.64,280.98,3677.36,2619.89,668.54,202.5,352.09,484.01,53.32,407.06,152.96,605.01,57.82,56.87,141.18,90.26,540.68,191.2,147.77,506.69,244.83,224.08,301.19,136.29,119.55,318.75,710.7,78.45,63.07,2188.44,203.91,167.26,31.7,68.01,624.67,110.09,577.01,93.25,198.33,235.15,1548.21,35.02,138.34,56.77,311.61,483.52,706.42,76.52,204,39.16,232.99,85.24,278.09,68.7,296.42,589.5,662.58,92.02,111.63,137.72,31.8014,446.39,47.32,261.14,370.77,261.16,380.98,71.965,184.59,642.4,257.58,67.58,143.25,60.61,68.74,122.67,98,87.6,351.92,53.16,181.17,164.61,138.3,351.52,378.39,249.09,6.45,112.17,228.49,143.88,189.58,283.68,135.53,112.07,31.8014,174.16,35.95,79.72,122.8,32.14,80.62,119.85
07/14/2021,149.15,282.51,3681.68,2641.65,653.38,198.415,347.63,481.59,54.09,409.95,154.54,608.83,57.77,56.52,143.75,89.05,547.95,191.28,148.9,505.56,244.7,227.77,300.75,135.65,119.8,318.36,701.37,78.49,63.51,2176.62,204.5,166.16,31.64,67.93,617.88,109.74,581.06,92.32,197.89,246.66,1507.01,35.5,139.63,56.01,309.12,460.92,716.51,75.45,203.55,38.99,232.03,86.18,279.08,69.23,297.1,595.04,659.85,93,112.33,138.83,32.0499,440.49,46.88,259.22,376.99,254.23,378.95,71.77,181.34,635.09,258.76,68.09,143.12,59.8,68.03,124.89,98.89,87.75,352.06,53.23,182.33,161.53,139.53,352.37,360.61,242.1,6.5,112.83,230.64,142.45,191.57,275.43,133.06,108.94,32.0499,176.05,36.36,79.62,123.87,31.98,79.87,113.36
07/15/2021,148.48,281.03,3631.2,2625.33,650.6,189.6625,344.46,477.34,53.65,411.82,155.25,606.17,57.95,55.81,141.46,86.93,542.95,188.26,148.34,503.17,246.63,232.81,296.51,133.2,118.97,317.8866,704.93,76.92,64.12,2169.39,207.03,163.66,31.81,68.3,610.74,110.8,589.32,90.68,200.09,259.675,1508.48,36.01,139.53,55.7,303.75,462.49,703.94,76.86,194.41,39.43,228.7,87.18,277.68,68.83,294.79,597.46,657.42,93.62,112.67,137.55,32.4689,441.42,46.25,259.36,376.17,249.3,369.15,68.725,185.52,621.7,258.81,68.72,142.66,56.96,68.14,123.7,98.68,88.34,328.16,53.53,184.76,162.83,139.49,352.21,356.81,237.58,6.44,114.41,229.21,143.97,190.48,277.01,133.58,110.74,32.4689,175.36,35.84,79.5,123.34,31.6,79.99,111.19
07/16/2021,146.39,280.75,3573.63,2636.91,644.22,181.61,341.16,468.07,53.7,410.37,155.82,606.1,57.55,54.97,139.71,85.89,530.31,186.12,149.41,501.51,247.96,230.33,294.63,128.18,118.73,316.7033,709.99,75.01,64.26,2144.72,205.6,160.44,31.51,68.63,588.48,111.2,583.24,91.8,202.28,286.43,1512.51,35.88,135.05,53.97,293.22,465.46,687.42,75.59,190.11,39.3,227.53,87.49,276.56,68.24,293.33,601.3,667.76,93.07,111.85,137.67,32.6535,448.69,46.02,260.64,371.69,249.96,386.22,66.88,179.58,616.12,253.94,69.13,143.1,56.79,68.18,119.49,98.19,87.61,324.62,53.59,186.99,161.17,140.14,349.79,361.97,235.67,6.39,112.1,229.74,146.39,188.11,282.05,134.39,107.45,32.6535,174.44,35.28,77.46,122.19,30.22,78.33,110.54
07/19/2021,142.45,277.01,3549.59,2585.08,646.22,187.7975,336.95,465.67,53.06,414.15,155.8,602.05,56.63,54.64,138.79,86.58,532.28,186.24,144.61,498.78,246.73,220.66,294.85,128.62,115.32,310.73,711.47,74.58,64.02,2067.55,201.68,158.98,30.82,68.23,591.52,106.66,585.23,90.3,199.24,313.59,1497.27,35.58,130.85,54.8,294.33,469.74,684,74.22,188.62,39.34,226.15,85.77,274.48,66.46,287.31,594.45,669.4,92.25,109.41,137.72,32.1777,435.05,45.58,262.87,373.04,250.4,378.58,65.99,176.45,595.56,250.15,68.27,141.24,56.48,68.53,115.54,98,86.71,324.16,53.5,184.31,153.33,139.72,343.47,354.2,241.35,6.34,112.25,228.55,144.41,187.15,289.48,134.04,104.69,32.1777,172.43,34.72,76.72,120.88,28.86,77.56,118.43
07/20/2021,146.15,279.32,3573.19,2622.03,660.5,186.12,341.66,468.59,53.58,416.24,155.82,608.72,57.08,55.24,139.55,87.11,531.05,187.77,144.4,508.56,246.89,229.66,298.07,131.97,117.42,318.35,718.76,75.39,64.41,2130.43,203.14,160.91,31.18,69.16,607.09,108.84,587.24,91.51,196.55,307.33,1542.15,35.89,135.03,56.56,302.77,487.25,684.05,73.87,193.31,39.4,230.83,85.74,277.89,67.61,296.12,607.38,669.39,93.71,110.46,139.79,32.7032,447.7,46.06,267.62,383.3,252.24,389.2,68.515,177.89,615.71,253.04,68.16,141.07,57.54,69.57,118.59,99.01,88.09,322.49,54.15,187.43,153.77,143.45,350.87,355.81,246.34,6.53,113.22,229.43,145.3,189.42,301.27,137.87,102.25,32.7032,176.24,34.97,77.81,121.82,28.89,79.21,126.35
07/21/2021,145.4,281.4,3585.2,2652.01,655.29,194.1,346.23,479.02,53.88,415.01,155.24,612.26,57.81,56.23,142.17,89.41,513.63,194.24,144.57,514.45,244.85,231.85,301.77,138,119.27,314.98,718.42,77.19,64.02,2194.03,204.47,164.84,31.57,68.41,637.25,110.04,583.72,91.17,196.27,321.11,1550.17,35.5,140.36,58.33,316.88,480.85,721,75.3,198.62,39.37,237.36,84.72,278.22,67.75,301.78,604.39,670.51,93.35,111.39,140.76,32.547,446.98,46.67,268.85,383.62,253.55,392.16,70.33,180.51,619.65,254.41,67.06,140.72,57.77,69.86,121.65,99.09,88.15,322.96,54.24,187.09,159.7,144.4,354.38,352.97,247.25,6.55,113.04,230.13,143.6,193,302.81,137.05,104.52,32.547,177.25,36.19,77.69,123.22,29.16,79.14,126.43
07/22/2021,146.8,286.14,3638.03,2666.57,649.26,195.94,351.19,476.33,54.54,417.54,155.19,623.68,57.79,55.96,142.44,91.21,511.77,183.91,144.75,521.31,244.74,232.74,303.69,137.18,122.63,324.63,720.22,75.53,63.84,2194.41,203.29,162.02,32.67,68.65,635.93,110.05,586.88,90.47,196.02,323.48,1591.22,35.73,138.5,57.98,314.36,486.52,729.92,75.91,194.31,38.8,237.92,84.88,281.6,68.11,308.51,609.04,683.03,93.37,110.94,143.02,32.6677,450.89,46.49,269.13,395.85,263.04,391.07,69.19,178.49,627.92,255.34,67.24,142.29,57.96,72.06,121.2,99.39,87.14,326.36,53.91,187.2,160.5,145.52,358.23,361.39,249.71,6.48,112.55,233.53,143.33,191.04,308,141.07,104.96,32.6677,177.46,36,78.06,124.98,28.56,78.62,119.67
07/23/2021,148.56,289.67,3656.64,2756.32,643.38,195.58,369.79,483.15,55.23,423.43,157.18,625.87,58.36,53,144.88,92.15,515.41,186.85,144,528.43,247.72,229.32,308.53,138.43,125.97,325.4866,726.81,75.94,64.89,2202.57,206.08,163.55,32.81,69.02,640.27,111.79,586.35,91.5,200.5,348.83,1613.81,36.07,139.18,58.92,320.76,495.51,748.14,72.29,196.35,39.22,240.4,85.98,285.07,69.29,312.65,620.92,693.74,96.29,112.25,145.67,33.0298,460.72,46.53,271.29,402.79,268.96,395.34,69.61,172.66,638.28,261.08,68.27,144.99,58.23,73.54,121.68,100.15,87.58,325.4,54.64,188.39,165.86,146.64,365.4,359.23,257.91,6.43,103.53,222.54,145.6,192.66,308.5,141.75,97.31,33.0298,180.95,36.19,78.41,125.9,27.23,79.3,121.55
07/26/2021,148.99,289.05,3699.82,2792.89,657.62,192.94,372.46,482.24,55.47,423.23,157.07,620.8,58.7,54.31,143.5,91.82,516.49,188.26,144.97,529.31,245.08,229.25,306.8,138.48,126.06,322.0333,729.66,76.3,64.84,2230.7,206.27,163.9,32.89,68.75,640.39,111.35,577.78,90.14,198.93,335.87,1585.71,36.05,142.49,58.95,318.63,491.51,754.09,66.08,198.16,39.52,238.61,87.68,283.89,69.43,313.62,619.56,685.67,96,112.68,144.97,32.9517,452.58,47.25,267.54,395.44,264.83,388.8,69.695,162.37,635.58,258.78,68.31,145.25,56.79,73.26,122.39,100.59,86.91,331.93,54.35,186.82,164.23,145.95,363.25,373.14,253,6.38,89.4,222.96,143.02,192.79,305.77,141.62,88.71,32.9517,181.58,36.56,78.29,121.1,25.35,77.31,122.68
07/27/2021,146.77,286.54,3626.39,2735.93,644.78,192.08,367.81,475.36,55.28,424.34,157.94,618.28,58.56,53.18,140.93,91.03,518.91,185.13,144.82,522.91,244.68,230.36,300.48,134.9,126.03,325.0266,726.75,74.22,65.23,2246.19,207.89,162.59,32.38,68.93,622.59,114.68,581.01,84.05,202.85,328.5,1580,35.51,143.45,57.98,309,486.25,745.6,64.77,194.25,39.27,230.66,89.39,281.16,69.13,308.25,616.47,686.95,95.18,113.22,143.27,33.541,448.58,46.82,264.97,391.43,257.84,388.86,67.975,157.83,625.51,259.27,69.46,141.93,57.46,72.29,121.63,99,84.61,333.96,54.39,186.7,162.18,146.06,359.85,367.54,248.3,6.71,88.32,219.17,144.42,188.16,302.04,140.55,79.53,33.541,181.3,36.2,79.35,123.08,25.99,76.34,121.36
07/28/2021,144.98,286.22,3630.32,2727.63,646.98,195.03,373.28,477.65,54.77,422.22,156.49,620.92,57.98,53.07,142.44,97.93,519.3,186.85,145.12,523.1,244.25,230.49,301.98,137.21,122.41,324.1666,722.26,75.55,63.4,2226.33,206.88,164.04,31.91,70.06,635,113.91,586.41,84.82,202.24,349.32,1637.03,35.33,144.57,58.99,315.57,492.22,759.86,70.28,198.58,38.92,234.39,88.99,283.69,69.79,313.13,609.59,695.58,94.05,112.77,144.59,33.3564,459.92,47.11,269.08,393.09,263.58,390.37,68.94,166.78,621.87,259.03,68.7,143.56,56.81,72.89,121.18,99.03,82.75,334.18,54.02,185.27,163.62,145.6,362.63,369.49,250.5,6.48,100.14,216.24,146.1,192.07,304.82,142.42,91.89,33.3564,180.32,36.32,78.76,124.1,27.99,78.01,121.92
07/29/2021,145.64,286.5,3599.92,2730.81,677.35,196.62,358.32,484.11,55.07,425.28,156.81,621.7,58.11,53.7,150.99,102.95,514.25,189.83,144.63,525.51,242.46,232.88,283.17,137.5,122.38,327.1633,713.8,77.08,63.33,2214.34,208.83,166.54,32.09,69.83,619.63,114.46,583.13,83.57,200.38,345.64,1641.52,34.95,147.88,60.31,319.43,491.63,765.71,71.93,204.27,38.98,235.25,89.14,285.53,73.92,320.5,596.32,704.16,94.58,113.63,145.8,33.5978,456.05,47.04,266.79,402.87,260.03,393.14,70.515,167.06,676.98,267.99,68.79,143.38,57.64,73.41,122.58,99.1,83.29,329.17,54.85,187.81,163.4,146.7,365.37,386.02,248.18,6.49,100.9,216.04,146.95,196.67,301.18,141.88,92.1,33.5978,183.11,36.3,78.53,125.68,27.74,77.4,118.1
07/30/2021,145.86,284.91,3327.59,2704.42,687.2,194.99,356.3,485.4,55.37,429.72,156.95,621.63,58.83,53.72,149.8,106.19,517.57,190.62,144.02,529.97,241.54,233.79,275.53,139.93,121.43,330.4866,744.05,77.58,63.26,2178.26,209.63,167.42,32.32,68.29,637.41,115.11,574.61,83.62,201.58,353.6,1568.7,35.21,145.98,60.51,348.16,495.75,766.74,70.88,206.39,38.47,234.4,88.12,287.99,73.53,321.13,603.84,678.53,94.32,113.82,147.65,33.2286,515.51,47.15,325.12,400.17,253.61,394.18,71.56,164.01,695.8,269.15,68.25,143.96,57.24,68.21,122.69,99.79,82.99,326.73,54.77,189.94,159.27,147,368.46,378.1,247.79,6.47,102.21,216.37,153.39,184.51,298.04,141.98,91.61,33.2286,183.35,35.66,80.39,127.1,25.93,77.35,118.05
08/02/2021,145.52,284.82,3331.48,2719.79,709.67,197.5,351.95,484.68,55.45,428.92,156.32,618.75,58.47,53.68,148.86,108.63,515.15,190.72,144.91,527.51,239.79,232.42,270.99,142.01,120.37,330.85,749.87,77.64,63.46,2170.94,209.45,167.62,32.09,68.35,641.8,109.75,577.13,82.76,198.32,346.61,1578.65,34.39,144.87,60.57,345.91,492.99,769.65,71.49,208.98,38.58,233.65,88.34,287.61,73.67,322.07,601.13,678.72,93.36,113.24,147.29,33.3919,511.35,46.83,322.58,402.65,253.91,389.37,72.495,166.61,700,266.79,68.56,144.11,57.38,68.63,121.01,98.88,82.1,331.7,54.71,190,161.34,146.04,369.63,378.96,245.58,6.49,105.04,216.44,154.24,187.33,295.1,141.69,91.48,33.3919,183.67,35.64,80.11,125.91,25.99,78.47,120.69
08/03/2021,147.36,287.12,3366.24,2725.6,709.74,198.15,351.24,486.79,56.25,435.07,156.67,621.28,58.23,54.06,147.95,112.56,510.82,189.34,144.5,530.18,244.08,232.65,273.5,142.16,119.13,333.2033,770.02,80.86,63.38,2139.29,213.44,168.68,32.43,69.83,645.52,108.2,586.51,79.83,200.05,386.51,1575.7,34.82,142.63,61.34,346.89,498.42,779.53,70.24,210.53,38.94,235.36,89.09,289.2,74.9,327.61,612.5,695.67,93.04,114.8,149.85,33.6404,521.22,47.49,329.42,407.51,254.34,390.42,73.41,164.09,701.34,273.82,68.7,139.8,57.66,68.01,122,99.89,81.85,338,55.93,188.49,158.47,148.19,370.82,374.88,242.57,6.45,93.06,215.77,158.19,188.19,292.66,140.6,88.91,33.6404,185.29,35.03,81.91,127.17,24.59,77.95,119.27
08/04/2021,146.95,286.51,3354.72,2720.57,710.92,202.74,358.92,487.8,55.69,435.04,154.05,625.68,57.97,53.9,148.22,118.77,517.35,192.38,142.22,536.06,228.31,229.59,275.5,142.76,118.25,330.2933,770,81.98,61.72,2085.64,212,172.58,31.92,69.24,649.78,108.74,580.95,81.52,199.59,419.05,1570,34.37,137.97,61.89,353.8,504.6,795.48,71.4,212.43,36.94,232.23,88.83,291.49,73.56,329.09,605.83,698.48,92.01,114.26,151.08,33.2073,514.53,46.54,340.44,410.47,264.21,387.81,73.755,163.82,708.01,270.36,68.95,139.91,57.31,68,118.7,97.73,81.1,338.1,55.3,187.48,150.57,148.33,372.57,400.58,247.38,6.43,93.02,213.88,163.21,186.79,301.97,141.2,89.28,33.2073,188.24,34.91,80.09,126.08,24.18,77.34,120.93
08/05/2021,147.06,289.52,3375.99,2738.8,714.63,206.37,362.97,487.67,55.76,443.19,154.31,632.08,58.34,53.89,146.83,112.35,524.89,193.16,141.93,538.01,233.99,229.88,280.67,142.27,119.03,339.7,769.91,81.49,61.86,2207.71,213.29,169.93,32.15,69.3,645.66,109.64,602.47,80.32,202.99,416.26,1786.11,34.46,141.72,61.05,353.71,515.68,794.75,70.74,212.9,36.94,236,89.66,293.2,73.4,328.82,605.15,705.76,91.95,115.3,151.76,33.8463,523.93,46.93,342.43,414.39,265.62,392,74.89,165.86,699.22,272.19,69.24,136.87,58.41,67.28,120.67,98.94,80.09,336.59,55.45,189.91,146.42,148.21,373.47,398.68,252.29,6.51,87.71,214.87,162.2,185.79,305.61,146.51,88.74,33.8463,190.62,37.21,79.9,125.51,24.73,76.92,120.22
08/06/2021,146.14,289.46,3344.94,2740.72,699.1,203.66,363.51,485.43,55.59,439.63,154.33,631.38,58.69,53.92,146.28,110.11,520.55,192.96,142.23,534.29,230.15,229.68,279.54,142.65,119.05,343.34,770.09,82,61.77,2182.98,213,171.13,32.3,68.78,647.96,110.89,610.86,82.43,200.67,413.72,1756.27,34.29,141.59,60.54,353.35,497.24,783.28,69.59,213.75,37.2,235.72,89.34,292.43,73,332.77,603.45,685.2,96.97,115.41,151.07,33.7966,516.64,47.1,334.51,408.52,260.74,391.3,74.865,164.26,693.67,272.72,69.08,136.34,56.44,65.49,123.09,98.77,80.04,340,55.26,188.13,145.79,145.99,374.74,383.47,240.12,6.5,87,213.91,160.99,186.03,302.63,144.66,87.46,33.7966,190.05,36.48,80,124.46,24.67,76.3,112.69
08/09/2021,146.09,288.33,3341.87,2760.04,713.76,202.95,361.61,484.68,55.47,440.47,154.35,629.22,58.28,54.05,146.92,107.58,519.97,190.45,142.99,535.23,227.89,228.23,278.15,142,117.94,344,765.5,80.21,62.02,2157.78,213.7,171.31,32.39,68.46,640.5,110.32,613.94,81.41,200.4,484.47,1755.74,34.37,137.11,60.48,351.52,506.15,788.68,71.73,217.11,37.31,234.19,88.76,291.4,72.53,332.77,598.6,686.41,98.47,115.18,150.29,33.6759,517.58,47.44,335.84,407.64,263.56,392.45,74.75,166.53,686.56,272.19,69.12,136.16,56.36,65.35,121.46,98.34,79.9,340.2,54.96,187.46,141.13,146.03,371.63,383.34,241.35,6.25,92.45,214.39,159,185.7,306.5,144.32,92.71,33.6759,189.63,36.51,80,123.76,24.85,75.31,116.58
08/10/2021,145.6,286.44,3320.68,2761.93,709.99,199.36,361.13,482.26,55.61,443.03,154.43,621.74,58.45,53.94,145.87,106.48,515.84,189.65,143.2,530.13,227.96,231.88,274.37,138.06,116.39,331.8733,766.5,75.91,62.04,2200.47,216.72,171,32.95,69.24,617.17,111,614.98,82.99,196.46,456.76,1878.53,34.37,137.99,59.75,342,506.38,789.29,71.76,217.26,37.47,230.7,88.75,288.25,73.07,331.28,600.65,671.53,98.79,115.87,149.05,33.7753,499.94,48.43,327.52,405.87,252.67,390.83,75.25,165.55,687.38,272.41,68.71,137.03,56.41,67.31,125.74,101.42,79.75,337.22,54.87,187.5,139,143.33,361.68,372.55,232.7,6.16,91.35,211.96,156.82,184.82,301.44,141.31,91.59,33.7753,191.52,36.98,79.1,123.05,24.62,73.62,113.84
08/11/2021,145.86,286.95,3292.11,2753.79,707.82,196.99,359.96,483.55,55.86,444.3,155.04,626.03,59.09,54.14,146.68,107.68,512.4,189.5,144.59,532.23,228.13,234.18,276.41,134.82,116.5,331.8833,776.65,75.03,62.47,2200.22,216.25,170.46,33.98,69.84,608.52,111.81,608.45,85,195.25,385.33,1887.57,34.66,138.12,59.79,342.66,502.77,789.22,71.07,218.42,37.77,231.37,89.17,288.95,75.05,328.64,601.18,665.32,98.72,116.76,150.53,34.2226,490.26,49.72,332.56,408.82,239.88,390.13,75.235,164.95,687.78,276.33,69.07,138.3,56.61,68.02,127.25,102.32,82.78,339.05,55.67,190.37,140.45,143.39,363.08,358.56,234.49,6.14,93,211.74,157.33,184.78,293.06,145.47,89.61,34.2226,195.96,37.47,79.48,122.49,24.53,72.9,112.95
08/12/2021,148.89,289.81,3303.5,2767.79,722.25,199.05,362.65,484.26,56.39,445.36,155.07,634.35,59.03,53.54,147.15,106.5,510.72,187.87,144.74,536.92,228.15,231.94,274.59,129.22,115.75,333.3333,774.57,70.25,62.39,2193.17,214.9,168.58,34.13,70.88,583.51,110.96,608,85.17,194.81,391.42,1842.665,34.4,134.77,59.86,328.51,510.61,781.07,70.53,214.53,37.36,235.33,88.95,292.19,76.52,332.05,596.93,675.67,97.62,116.51,152.26,34.1019,492.85,49.32,338.04,408.91,245.82,388.65,75.575,159.63,704.27,279.05,68.79,138.99,57.46,68.89,125.43,101.44,82.02,340.68,55.32,190.13,139.1,141.36,363.45,362.86,236.14,6.03,92,210.3,156.19,183.28,295.54,147.62,87.42,34.1019,197.91,37.03,79.54,122.46,23.99,72.9,112.64
