Date,AAPL,MSFT,AMZN,GOOG - C,TSLA,NVDA,FB,AVGO,CSCO,COST,PEP,ADBE,CMCSA,INTC,QCOM,AMD,NFLX,TXN,TMUS,INTU,AMGN,HON,PYPL,AMAT,SBUX,ISRG,CHTR,MU,MDLZ,BKNG,ADP,ADI,CSX,GILD,LRCX,FISV,REGN,ATVI,VRTX,MRNA,MELI,KDP,MAR,MRVL,KLAC,ILMN,ASML,JD,NXPI,KHC,WDAY,AEP,SNPS,CTSH,ADSK,ORLY,IDXX,MNST,PAYX,CDNS,EXC,DXCM,WBA,TEAM,LULU,CRWD,CTAS,MCHP,BIDU,ALGN,ODFL,XEL,EA,AZN,EBAY,ROST,DLTR,PCAR,BIIB,FAST,VRSK,MTCH,CPRT,ANSS,ZM,OKTA,SIRI,NTES,VRSN,SGEN,SWKS,DOCU,SPLK,PDD,EXC (CEG?),CDW,FOXA,CERN,CHKP,TCOM,INCY,PTON
08/13/2021,149.1,292.85,3293.97,2768.12,717.17,201.88,363.18,486.16,56.47,447.82,156.52,637.31,59.32,53.49,148.64,110.55,515.92,188.7,144.94,540.74,229.68,231.76,274.91,129.9,116.76,334.3466,771.71,70.92,63.36,2203.42,215.17,170.08,33.87,71.16,580.41,111.62,624.79,83.85,194.36,389.78,1851.6,34.45,134.38,60.39,327.88,517.32,788.96,69.86,215.26,37.87,236.68,89.69,293.12,77.63,332.78,594.03,672.1,98.12,117.17,152.67,34.3291,491.41,49.29,337.94,408.72,243.82,389.41,75.785,152.45,691.19,281,69.04,138.68,58.48,74.02,124.66,101.77,81.14,342.25,55.27,191.24,136.25,141.5,362.59,355.24,235.84,6.03,89.66,209.44,156.44,183.39,295.97,147.46,84.38,34.3291,198.32,37,79.63,123.73,24.91,73.47,110.88
08/16/2021,151.12,294.6,3298.99,2778.32,686.17,199.5,366.56,488.14,56.28,452.86,158.05,636.94,59.25,53.47,148.13,107.48,517.92,189.85,140.73,542.94,231.07,233.74,278.28,131.69,117.54,339.4133,782.58,70.93,63.69,2130.89,216.56,171.07,33.87,71.71,588.87,112.34,628.6,83.85,190.97,373.86,1795,35.13,133.13,59.16,329.19,524.84,787.35,66.67,213.18,38.01,232.58,90.3,294.42,77.18,330.18,603.9,675.48,98.42,118.19,151.87,34.4924,506.18,49.14,334.02,407.42,234.71,393.42,75.205,146.57,690.75,281.68,69.77,140,58.75,75.25,124.8,102.29,81.16,343.5,55.62,191.4,134.71,140.79,363.2,348.41,231.82,6.07,85.34,210.6,155.87,181.67,286.75,143.01,82.22,34.4924,199.02,37.19,80.15,123.25,24.85,73.99,110
08/17/2021,150.19,293.08,3241.96,2746.01,665.71,194.58,358.45,478.69,56.01,452.34,157.9,635.01,59.47,52.69,144.41,107.56,518.91,186.32,140.67,535.86,231.2,231.45,271.1,128.8,116.57,345,788.37,70.78,64.06,2113.27,214.8,166.3,33.74,73.03,578.99,112.93,647.44,83.37,198.44,401.86,1767.99,34.65,130.36,58.52,322.45,522.89,776.56,64.26,206.5,37.91,231.36,90.54,291.62,77.01,324.7,599.77,678.12,97.52,117.04,149.59,34.3362,510.24,49.14,336.73,392.48,232.8,394.19,72.845,142.38,680.89,279.8,69.95,141.04,59.35,72.84,120.76,100.48,80.14,349.79,54.87,193,130.97,139.03,357.27,345.54,230.63,6.12,83.76,211.55,159.73,178.66,285.58,143.29,79.45,34.3362,196.69,36.98,80.78,122.13,24.06,75.66,113.25
08/18/2021,146.36,290.73,3201.22,2731.4,688.99,190.4,355.45,468.97,55.15,446.21,156.28,626.77,59.03,52.19,142.18,103.44,521.87,183.8,139.83,532.98,226.84,228.42,268.84,127.37,115.68,346.46,785.47,70.62,62.97,2086.31,208.47,165.78,33.76,71.96,569.51,114.26,635.57,82.83,194.77,398.8,1784.13,34.38,130,57.84,317.55,510.61,772.45,65.53,203.82,36.95,231.58,89.75,290.63,76.67,323.52,598.84,676.94,95.86,114.71,148.02,34.2368,509.54,49.02,337.73,391.38,233.78,388.25,71.835,142.96,675.26,276.47,69.33,139.99,59.44,72.83,124.05,101.43,79.9,341.87,54.21,190.76,133.73,137.77,353.61,340.93,228.93,6.14,83.76,208.71,158.77,175.25,284.81,142.22,80.96,34.2368,195.27,36.56,79.36,122.73,25.18,74.54,110.65
08/19/2021,146.7,296.77,3187.75,2738.27,673.47,197.98,355.12,473.53,57.27,454.26,158.91,637.66,58.96,52.44,140.61,103.7,543.71,185.04,140.89,543.44,224.39,227.73,270.58,129.2,114.32,351.88,785.54,70.28,63.68,2075.86,211.12,166.79,33.59,71.67,577.14,116.25,655.63,83.17,195.04,375.53,1759.96,34.89,130.26,58.98,322.35,470.36,781.51,62.19,203.02,36.83,231.9,90.4,315.99,75.79,330.35,602.13,681.71,97.18,115.26,153.27,34.6415,505.55,47.55,334.56,396.49,234.96,391.38,72.125,137.33,679.86,279.51,70.12,140.6,59.19,72.83,126.58,101.06,80.37,338.62,55.06,194.68,133.55,137.59,357.72,332.38,230.91,6.17,78.92,211.84,158.09,177.23,286.84,141.27,74.69,34.6415,194.33,36.18,79.62,124.94,26.53,74.51,107.8
08/20/2021,148.19,304.36,3199.95,2768.74,680.26,208.16,359.37,475.17,58.22,458.99,158.35,647.34,59.41,52.01,142.09,104.65,546.88,184.97,141.81,545.3,223.53,227.7,272.96,127.2,114.63,347.94,794.09,70.23,63.49,2074.74,211.58,166.64,33.73,72.44,565.97,116.09,663.27,82.63,195.85,382.98,1786.54,34.82,131.15,59.85,319.97,486.71,788.18,63.62,205,36.6,235.95,91.08,316.88,76.7,334.38,606.41,682.14,96.74,115.42,156.67,35.0462,518.99,48.3,346,397.83,237.88,391.81,72.42,137.65,681.57,282.51,70.61,140.17,59.39,73.36,123.12,102.67,80.27,341.74,55.47,196.39,132.66,139.98,362.22,336.86,230.97,6.3,80.63,213.04,159.3,178.88,286,144.33,77.29,35.0462,195.77,36.76,78.96,124.85,26.29,74.9,108.07
08/23/2021,149.71,304.65,3265.87,2821.99,706.3,219.58,363.35,482.45,58.54,454.93,157.85,656.86,59.8,53.23,144.14,108.77,553.33,187.85,142.54,552.49,225.64,229.11,276.98,131.49,115.15,348.6733,797.51,71.74,63.1,2137.32,211.73,169.63,33.87,72.55,584.3,117.87,667.29,82.22,198.4,411.89,1810,35.03,134.15,62,328.54,478.33,811.62,65.73,210.63,36.64,242.62,90.12,320.92,77.36,336.76,602.6,671.11,96.75,115.47,158.32,34.8332,512.72,48.51,352.49,404.36,245.8,391.93,73.94,142.76,697.5,284.14,68.99,142.82,58.8,73.2,124.45,103.51,80.4,346.43,55.55,197.51,136.53,139.6,367.02,341.3,235.68,6.24,85.02,214.69,165.56,180.92,290.89,145.08,81.08,34.8332,196.9,37.14,77.92,124.56,27.4,75.53,106.59
08/24/2021,149.62,302.62,3305.78,2847.97,708.49,217.93,365.51,481.43,59.32,451.79,155.89,657.24,59.53,53.81,144.46,107.65,553.41,187.82,142.5,554.02,224.38,230.44,279.51,131.44,115.08,348.8966,792.64,71.98,62.25,2233.11,208.19,165.85,33.37,72.25,585.58,118.62,669.95,81.79,199.73,394.94,1855.29,34.97,136.89,62.55,328,479.67,805.61,75.22,214.52,36.55,245.81,89.23,324.95,78.01,341.07,599.4,672.54,96.63,114.29,158.58,34.7267,515.3,48.34,353.89,405.8,265.63,390.9,74.025,155.08,712.84,285.53,68.29,142.57,58.52,72.84,123.79,105.21,81.75,349.4,55.1,197.17,140.16,141.4,368.73,340.25,247.55,6.31,92.65,213.36,167.94,182.07,293.99,153.02,99.12,34.7267,196.95,37.07,77.19,126.23,28.76,75.54,113.71
08/25/2021,148.36,302.01,3299.18,2859,711.2,222.13,368.39,483.41,59.35,451.23,155.2,656.8,59.48,53.81,143.87,108.3,547.58,188.09,139.86,555.61,221.59,230.66,277.69,132.82,115.57,347.9866,796.67,74.04,61.87,2263.79,208.19,164,33.46,71.41,588.77,119.11,669.18,80.81,201.33,397.87,1871.94,34.92,136.9,63.2,334.02,487.47,807.87,76.14,217.79,36.75,246.11,89.33,325.01,77.49,342.27,607.07,676.42,97.13,114.23,158.63,34.7125,517.56,48.65,353.41,408.32,270,392.16,75.725,155.13,716.9,286.06,68.31,141.86,58.58,74.16,123.98,106.32,81.97,342.75,55.51,197.82,136.93,143.93,365.83,337.74,260.73,6.31,91.95,211.96,169.82,181.08,298.9,155.02,97.84,34.7125,198.38,37.04,76.51,126.86,29.02,75.76,116.25
08/26/2021,147.54,299.09,3316,2842.46,701.16,220.68,364.38,485.74,59.2,449.31,154.63,652.39,59,53.13,142.38,107.27,550.12,187.97,137.58,552.64,221.47,230.88,273.62,132.49,114.32,347.4166,797.4,72.77,61.44,2276.8,207.08,167.36,33.28,71.43,585.35,117.41,665.77,81.25,198.25,400.3,1835.68,34.97,133.67,63.24,333.75,470.86,810.94,77.04,222.24,36.07,246.76,89.25,326.51,76.98,310.19,600.28,673.36,96.84,113.39,159.37,34.6344,517.06,47.84,349.99,404.44,278.77,390.07,77.97,154.47,696.56,286.1,68.3,141.47,58.76,75.64,119.25,93.48,81.47,342.24,55.57,197.78,136.74,142.97,361.31,340.63,262.17,6.2,91.26,212.73,168.94,180.91,295.15,152.89,95.86,34.6344,198.07,36.68,76.07,126.2,28.71,75.15,114.09
08/27/2021,148.6,299.72,3349.63,2891.01,711.92,226.36,372.63,495.94,59.02,450.34,154.94,658.52,59.4,53.89,144.85,111.4,558.92,190.52,138.38,565.94,222.78,231.14,278.33,136.55,115.12,345.5066,807.18,74,61.89,2305.47,208.96,166.48,33.45,71.28,609.59,117.94,663.29,82.43,199.92,382.22,1865,35.13,136.02,61.34,342.93,464.58,832.92,76.43,226.51,36.38,269.28,89.29,331.81,77.24,315.64,591.91,668.27,97.33,114.37,162.47,34.8545,520.71,48.48,358.34,405.97,282.31,391.69,79.69,153.26,701.85,289.78,68.7,142.94,58.63,76.41,118.89,90.89,82.25,343.19,55.67,199.52,141,144.44,365.02,340.81,262.38,6.25,92.76,214.66,166.81,183.45,300.76,155.07,94.63,34.8545,199.25,37.2,76.84,126.68,28.43,75.68,104.34
08/30/2021,153.12,303.59,3421.57,2909.39,730.91,226.88,380.66,498.89,59.13,455.93,156,665.99,59.71,53.94,145.94,111.32,566.18,191.43,137.9,565.57,224.13,231.87,288.47,136.05,115.61,352.97,814.2,73.16,62.16,2277.71,209.07,166.98,33.1,72.01,607.99,116.96,677.08,81.12,199.49,370.69,1878.9,35.26,135.1,61.96,342.11,457,839.59,76.69,227.64,36.12,271.37,89.62,334.28,76.85,313.39,596.65,686.97,97.81,114.52,163.89,34.9681,521.54,48.63,366.03,414.52,286.37,393.53,79.505,153.18,702.11,293.84,69.03,143.29,58.61,77.55,118.48,90.93,82.05,344.42,56.13,200.78,139.53,144.45,365.8,347.5,264.98,6.27,89.62,216.15,168.6,186.1,303.64,154.24,94.98,34.9681,200.74,37.07,76.22,126.64,28.59,76.05,101.48
08/31/2021,151.83,301.88,3470.79,2909.24,735.72,223.85,379.38,497.21,59.02,455.49,156.39,663.7,60.68,54.06,146.69,110.72,569.19,190.91,137.02,566.11,225.53,231.91,288.66,135.13,117.49,351.1866,816.66,73.7,62.07,2299.67,209.04,162.95,32.53,72.78,604.82,117.79,673.4,82.37,200.29,376.69,1867.45,35.67,135.14,61.19,339.96,457.16,833.04,78.56,215.13,35.99,273.16,89.57,332.24,76.31,310.09,594.08,673.76,97.57,114.47,163.48,34.8048,529.42,50.75,367.06,400.17,281,395.77,78.68,157.02,709,288.72,68.75,145.21,58.28,76.74,118.4,90.54,81.87,338.91,55.85,201.76,137.44,144.32,365.36,289.5,263.6,6.27,97.42,216.26,167.6,183.46,296.24,152.87,100.02,34.8048,200.61,37.44,76.35,125.63,30.49,76.49,100.19
09/01/2021,152.51,301.83,3479,2916.84,734.09,224.41,382.05,493.16,59.04,456.52,157.91,665.89,61.14,53.67,146.45,109.99,582.07,188.35,137.74,563.13,223.35,229.8,286.75,133.46,117.45,354.2366,818.44,73.72,62.33,2286.85,206.86,161.11,32.54,71.87,599.78,118.34,680.96,82.3,197.14,389.94,1896.51,35.74,134.83,60.72,335.45,463.02,842.17,80.78,211.5,36.1,273.37,90.5,333.63,76.83,303.24,592.54,676.9,97.8,113.62,164.15,35.2166,544.92,50.29,371.7,395.53,269.97,396.11,77.805,165.18,718.72,292.89,69.75,146.43,58.72,76.15,117.53,89.99,82.66,338.24,55.46,203.06,138.62,144.94,370.06,290.86,264.76,6.31,96.9,218.51,159.41,181.66,297.22,156.6,106.83,35.2166,200.29,37,76.08,125.09,31.69,77.03,100.04
09/02/2021,153.65,301.15,3463.12,2884.38,732.39,223.96,375.28,491.9,59.53,460.97,156.95,664.64,61.75,53.73,145.12,109.2,588.55,189.41,136.13,559.79,225.96,230.97,285.53,134.45,117.37,357.1766,821.01,73.99,61.92,2300.46,206.53,162.62,32.58,72.34,602.1,115.83,675.75,81.31,199.22,397.66,1931.33,35.86,135.4,61.32,337.71,469.54,861.28,80.24,211.91,36.07,271.32,90.93,337.74,77.31,287.47,578.82,685.44,97.6,113.72,165.19,35.5716,539.71,51.78,376,388.37,272.67,396.38,78.135,162.37,729.03,299.89,70.32,145.4,59.59,76.49,116.96,92.59,83.91,335.57,56.21,204.6,147.11,145.06,368.4,295.09,271.75,6.37,94.91,220.5,157.89,183.27,294.57,158.11,102.76,35.5716,203.26,37.17,76.3,125.27,31.24,77.23,101
09/03/2021,154.3,301.14,3478.05,2895.5,733.57,228.43,376.26,497.68,59.42,462.55,157.09,666.59,61.72,53.51,144.63,109.92,590.53,189.88,136,563.25,226.37,228.36,289.13,135.83,117.19,357.2566,811.33,73.81,61.72,2304.45,207.38,162.44,32,71.96,610.71,115.66,679.57,81.18,198.05,416.7,1946.01,35.24,133,61.51,341.75,466.98,858.105,79.855,212.99,35.83,277.74,90.41,336.64,76.55,288.75,584.8,688.33,97.58,113.6,165.71,35.3728,542.43,51.29,384.59,388.33,278.23,396.53,78.415,162.98,721.5,301.15,69.8,146.6,58.83,76.53,115.38,92.81,84.43,333.6,55.89,205.08,148.19,145.63,368.38,298.29,270.4,6.33,92.99,220.23,152.22,183.01,310.05,158.44,102.23,35.3728,202.7,36.89,75.69,124.36,31.42,76.09,98.56
09/07/2021,156.69,300.18,3509.29,2910.38,752.92,226.62,382.18,496.59,58.88,459.6,154.53,661.39,60.3,53.65,143.75,109.15,606.71,189.46,134.47,560.47,221.34,222.93,293.26,136.49,115.79,359.3866,800.83,73.64,60.04,2338.57,202.23,163.27,31.51,71.19,593.19,115,668.81,78.47,192.2,436.39,1953.83,34.77,134.05,61.24,341.81,461.65,861.77,83.24,212.86,35.66,274.37,88.91,336.32,76.21,287.46,580.66,681.67,95.18,111.29,164.98,35.1527,551.66,51,381.69,386.46,269.68,391.46,78.015,166.68,716.21,301.96,67.9,145.22,58.39,74.71,114.52,92.22,82.52,327.24,54.01,203.11,159.36,143,372.07,299.96,264.94,6.16,95.73,220.25,149.48,181.45,291.5,157.21,107.74,35.1527,201.25,36.75,75.79,122.79,32.32,74.7,96.48
09/08/2021,155.11,300.21,3525.5,2897.67,753.87,223.39,377.57,494.38,58.68,465.7,156.72,663.22,60.14,53.57,142.52,106.17,606.05,188.8,133.67,567.59,220.87,224.4,285.23,133.56,118.04,360.8533,799.79,72.27,60.86,2315.95,205.13,163.67,31.69,71.88,583.54,117,669.19,80.29,191.37,422.9,1906.14,35.29,133.78,60.37,336.75,463.01,857.99,81.73,208.12,37.06,272.2,90.68,336.59,76.66,289.56,591.4,687.7,96.84,112.09,165.56,35.7562,550.55,51.09,381.75,380.85,265.23,398.3,77.145,162.68,729.92,299.73,69.31,144.1,57.07,73.93,114.25,93.09,82.3,321.55,53.88,206.34,158.29,144.67,372.53,293.6,263.46,6.15,90.78,222.72,152.75,177.71,281.64,155.25,104.72,35.7562,200.39,35.96,75.67,123.87,32.18,74.06,97.5
09/09/2021,154.07,297.25,3484.16,2898.27,754.86,221.77,378,493.49,58.6,465.94,155.73,661.68,59.56,53.4,141.58,106.15,597.54,188.47,131.44,567.75,215.58,222.93,286.88,135,118.79,356.67,785.41,72.87,60.61,2318.67,203.16,168.81,31.35,70.61,593.61,115.01,646.11,78.05,188.09,455.92,1883.41,34.83,136.09,61.25,347.83,459.25,853.5,80.26,210.46,36.56,270,90.4,333.55,76.48,287.68,592.16,676.57,96.35,111.32,165.91,35.6639,552.66,50.57,378.84,420.71,265.16,400.06,77.985,163.65,726.41,289.65,69.27,142.31,56.29,73,114.27,91.2,83.21,300.15,53.41,204.86,157.71,142.09,371.97,295.86,266.46,6.07,88.91,221.9,149.59,177.43,281.31,156.16,104.28,35.6639,199.55,36.36,75.05,122.34,31.81,72.69,107.08
09/10/2021,148.97,295.71,3469.15,2838.42,736.27,224.78,378.69,498.15,57.89,465.16,155.46,658.94,59.3,53.84,142.68,105.2,598.72,190.65,130.81,567.38,213.75,222.37,284.32,136.84,119.34,341.1566,787.12,73.5,60.23,2304.8,200.83,169.94,30.95,70.99,598.11,110.68,650.49,79.64,188.57,449.38,1847.41,34.83,135.64,61.17,350.57,458.21,858.87,80.64,212.12,36.33,267.53,88.83,332.49,76.26,284.43,592.36,681.61,95.92,110.3,166.87,35.4367,549.38,49.45,379.97,425.58,262,403.71,78.74,164.1,720.67,291.46,67.76,145.13,56.26,72.56,112.81,90.21,83.61,299.81,53.58,205.55,164.38,143.23,373.61,301.5,253.98,6,88.45,221.17,151.51,177.33,277.15,153.85,103.75,35.4367,197.99,35.94,74.45,121.12,30.91,71.12,114.39
09/13/2021,149.55,296.99,3457.17,2869.3,743,221.52,376.51,498.96,58.1,459.66,155.76,645.15,59.97,54.99,143.41,104.8,589.29,193.98,130.02,557.42,216.72,223.6,280.49,139.44,119.18,342.6066,793.07,74.35,60.77,2322.12,200,172.81,30.9,71.15,608.77,110.07,639.52,78.53,190.72,419.72,1852.61,35.15,139.98,62.38,355.6,452.83,871.24,80.17,214.77,36.64,267.75,88.32,331.59,76.4,281.28,587.38,655.05,95.39,109.45,164.63,35.8982,540.43,49.18,376.71,425.12,254.03,406.53,80.35,163.26,710.68,289.87,67.08,144.68,55.96,72.67,113.55,89.26,84.38,301.94,53.38,205.02,162.01,142.84,366.38,290.24,249.53,6.05,88.18,221.08,150.91,181.22,271.22,150.93,104.16,35.8982,196.77,36.34,74.5,118.22,29.34,72.45,111.51
09/14/2021,148.12,299.79,3450,2868.12,744.49,222.42,376.53,501.87,57.87,458.41,155.15,645.01,55.59,54.52,141.14,105.73,577.76,195.11,128.92,568.27,216.04,220.19,282.24,140.14,118.86,346.3366,761.86,73.49,60.35,2328.66,199.74,173.47,30.5,70.45,603.5,107.39,645.15,77.84,188.41,427.71,1856.34,35.02,142.34,62.3,356.39,448.85,888.07,77.9,211.48,36.21,269.78,87.83,332.59,75.68,279.35,590.85,661.39,94.96,109.66,164.93,35.7704,542.23,48.22,389.39,420.5,257.3,396.11,80.325,160.52,706.45,288.66,66.11,145.37,55.96,71.39,112.42,88.43,83.93,295.95,53.04,205.56,157.36,144.59,369.07,281.44,253.29,6.03,84.52,221.95,150.46,178.13,267.98,150.49,101.78,35.7704,193.48,35.3,73.92,116.34,28.4,72.24,108.5
09/15/2021,149.03,304.82,3475.79,2904.12,755.83,223.41,373.92,509.74,57.56,460.73,156.02,661.08,57,55.12,138.24,105.6,582.87,197.5,127.07,572.11,218.13,221.69,282.43,141.23,114.64,348.5066,765.2,73.82,60.51,2375.97,200.52,174.08,30.85,71.76,611.5,108.36,652,78.25,188.86,434.46,1889.26,35.42,144.68,62.46,367.34,449.88,889.33,76.63,212.34,36.22,269.85,87.33,336.09,76.48,286.62,600.92,661.65,95.14,109.71,167.54,36.1041,551.67,50.12,394.53,418.95,259.57,398.76,81.095,161.73,710.31,290.78,65.45,137.04,56.45,73.99,112.91,88.44,84.58,299.21,53.76,204.56,158.89,148.94,372.75,279.12,253.58,6.04,84.96,224.27,152.09,176.77,273.65,151.68,99.3,36.1041,195.09,36.56,74.23,117.53,28.59,73.44,105.56
09/16/2021,148.79,305.22,3488.24,2887.47,756.99,222.42,373.06,507.35,57.33,463.31,155.56,665.11,57.28,54.83,138.4,106.22,586.5,196.82,128.91,572.88,217.36,219.65,282.97,144.09,114.67,344.67,765.24,74.63,60.71,2345,198.4,173.21,30.91,71.33,615.85,108.55,653.18,79.28,187.1,440.65,1881.35,35.49,144.8,63.25,372.02,449.92,887.31,77.17,213.03,36.54,271.07,85.98,335.38,76.76,290.68,606.88,663.45,95.88,109.37,167.61,35.6284,565.13,49.94,403.91,426.44,264.74,399.55,81.555,159.56,728.29,291.5,65,135.96,56.6,74.7,113.65,89.27,82.44,299.69,53.51,202.45,160.06,152.27,374.5,278.22,255.78,6.07,84.34,224.73,153.57,178.74,277.1,153.57,99.89,35.6284,194.34,37.33,74.02,117.41,28.61,75.04,104.92
09/17/2021,146.06,299.87,3462.52,2829.27,759.49,219,364.72,506,56.85,459.51,154.13,654.48,57.11,54.26,133.6,103.88,589.35,196.25,128,561.85,219.38,218.49,276.34,140.8,113.41,345.7566,763.48,74.3,60.94,2325.37,198.67,171.52,30.31,71.61,608.98,108.62,651.88,79.56,188.3,430.05,1878.23,34.91,143.9,62.1,369.81,447.01,859.85,77.69,209.33,36.55,268.51,84.1,325.54,75.48,288.15,599.34,661.71,94.64,108.78,163.63,35.4012,563.14,49.62,404.6,426.55,263.09,392.86,80.55,162.21,719.38,289.65,64,133.88,55.56,74.11,114.62,89.31,81.55,300.19,52.96,201.1,157.14,143.95,364.63,287.68,258.15,6.08,82.88,218.77,156.21,175.26,277.74,151.78,100.73,35.4012,191.14,37.71,75.04,117.35,28.82,75.99,103.42
09/20/2021,142.94,294.3,3355.73,2780.34,730.17,211.13,355.7,494.82,55.89,451.14,153.61,641.29,56.49,52.98,132.76,101.55,575.43,192.59,125.63,554.4,215.11,215.73,269.91,135.53,111.82,337.9966,755.9,72.37,60.43,2340.74,198.81,169.48,29.77,70.96,589.91,107.33,640.89,76.18,185.67,423.33,1820.7,34.32,142.82,60.68,355.18,438,840.74,74.15,202.78,36.21,267.19,83.3,321.3,75.06,283.6,599.01,659.78,92.79,108.38,160.93,35.2947,557.76,48.4,400.59,419.53,257.56,393.6,78.255,154.5,709.64,291.49,63.44,130.09,58.5,72.87,113.13,87.68,79.87,298.49,52.9,201.7,151.46,141.15,356.4,280.67,252.65,6,80.06,214.08,159.06,170.45,271.29,146.76,94.18,35.2947,187.8,37.13,73.69,114.8,27.96,75.91,100.73
09/21/2021,143.43,294.8,3343.63,2792.93,739.38,212.46,357.48,490.99,55.26,452.11,153.54,645.89,56.06,52.87,131.75,102.82,573.14,192.96,124.9,555.25,215.36,214.9,269.49,135.18,112.22,338.0133,747.63,72.14,60.22,2325.62,197.05,170.57,29.71,71.73,586.22,106.21,646.95,73.03,185.8,434.04,1838.59,33.99,142.01,61.03,356.58,434.76,854.73,73.5,206.06,35.94,270.18,82.99,317.9,74.51,283.19,607.22,666.87,91.8,108.5,160.87,34.8048,553.79,48.02,405.98,424.19,254.11,393.3,78.645,156.71,709.15,298.2,63.29,126.76,59.13,72.12,113.83,86.26,78.97,295.54,52.67,202.95,151.92,141.03,353.42,278.24,251.76,5.98,79.95,213.72,165.01,170.85,271.16,148.18,95.1,34.8048,187.76,37.13,73.35,113.09,28.29,76.06,100.92
09/22/2021,145.85,298.58,3380.05,2818.77,751.94,219.41,343.21,500.59,55.52,452.33,154.01,626.08,56.02,53.5,133.01,104.38,590.65,195.92,127.73,562.8,213.64,217.02,272.34,138.1,113.07,342.8233,751.55,73.97,60.56,2406.11,198.31,173.85,29.86,71.38,601.1,108.69,647.06,72.81,184.27,440.72,1879.49,34.33,144.4,62.67,365.51,434.59,864.74,75.92,213.08,36.13,270.71,82.72,320.52,75.39,286.42,620.26,671.47,92.57,109.37,162.23,35.0604,570.42,48.01,406.4,431.18,259.86,396.2,80.745,159.88,716.61,296.73,63.19,126.4,58.74,73.21,114.19,85.25,79.42,289.32,53.23,205.56,153.65,144.35,357.84,277.95,257.45,6,81.33,214.87,169.16,172.92,274.04,149.89,97.6,35.0604,189.63,38.21,72.96,114.25,28.92,69.59,94.55
09/23/2021,146.83,299.56,3416,2836.53,753.64,224.82,345.96,504.3,56.69,452.78,154.13,630.84,56.17,54.03,133.91,106.15,593.26,198.67,130.94,577.37,215.05,219.7,279.1,141.11,114.14,348.28,741.95,74.04,60.73,2475.51,201.39,177.23,30.21,71.69,612.56,110.24,646.51,74.67,185.09,454.6,1886.49,34.3,149.91,63.44,370.98,433.2,879.78,76.13,216.35,36.31,270.07,82.31,322.88,77.15,292.16,626.33,682.58,93.09,110.31,163.1,35.2521,572.73,48.46,409.6,431.91,262.29,401.78,82.585,160.5,727.11,299.67,62.9,127.89,59.48,73.51,115.56,85.6,80.84,293.2,53.87,208.97,154.77,145.85,361.04,276.19,255.38,6.04,81.59,216.48,166.22,173.34,273.7,152.56,98.28,35.2521,192.52,38.42,73.17,115.55,29.32,69.78,94.38
09/24/2021,146.92,299.35,3425.52,2852.66,774.39,220.81,352.96,504.92,56.73,467.75,154.2,622.71,56.24,54.22,133.88,105.8,592.39,200.65,129.43,577.92,213.61,219.19,278.11,141.92,114.11,347.7766,739.17,74.05,60.36,2491.35,202.22,178.53,30.42,71.19,612.48,109.74,638.9,75.26,183.61,430.14,1869.62,33.87,152.51,63.61,369.53,432.82,868.82,73.98,216.67,36.39,268.43,82.05,321.94,77.62,294.67,625.54,679.64,92.74,109.98,163.55,34.961,560.74,48.31,413.94,432.61,261.75,401.47,82.65,156.57,725.24,302.97,63.32,129.9,60.35,72.99,115.99,84.54,80.53,291.71,54.1,207.97,160.91,147.81,361.55,272.36,253.43,6.06,81.34,217.77,161.34,172.65,272.37,151.12,94.55,34.961,193.06,39.26,72.98,117.47,29.07,69,92.64
09/27/2021,145.37,294.17,3405.8,2830.02,791.36,216.6,353.58,504.85,56.22,460.56,152.72,603.65,56.29,54.66,133.48,108.16,592.64,200.33,127.78,567.01,213.11,217.9,273.39,142.74,113.68,337.9166,734.41,75.18,59.47,2476.52,201.72,176.91,30.56,70.41,616.67,109.14,619.07,75.08,183.41,408.84,1768.15,34.01,154.32,63.07,365.78,425.58,835.31,76.43,216.69,36.84,263.78,81.36,313.4,78.03,294.06,623.68,650.02,91.79,108.77,158.16,34.7125,549.07,48.8,391.89,430.72,253.34,395.39,83.04,156.94,701.04,298.53,62.25,131.98,58.72,73.67,116.6,86.87,81.56,286.62,53.98,203.73,164.64,146.71,355.86,272.88,241.46,6.11,83.99,213.9,162.51,171.73,263.82,148.8,96.32,34.7125,192.29,40.12,72.04,116.66,30.06,69.26,92.07
09/28/2021,141.91,283.52,3315.96,2723.68,777.56,206.99,340.65,491.02,55.52,447.35,151.05,578.77,54.75,54,129.9,101.52,583.85,194.89,126.31,545.01,212.27,214.97,262.19,132.89,111.71,330.83,727.49,73.1,58.7,2432.75,197.28,171.29,30.5,69.97,585.97,109.33,605,76.33,181.6,384.21,1682.01,34.04,153.59,60.75,347.03,410.2,780.17,75.42,206.19,36.62,252.37,81.28,301.93,76.36,287.85,613.06,626.85,89.5,106.73,152.47,34.2226,536.94,48.09,381.58,414.54,241.86,386.07,79.17,154.02,677.32,293.51,61.42,133.77,57.63,71.26,114.55,86.28,80.82,284.71,52.67,201.74,156.49,141.14,343.61,261.89,235.75,6.1,84.69,205.66,161.4,166.8,259,139.42,89,34.2226,186.14,39.83,71.19,115.85,30.01,68.68,87.8
